	tweet_id	tweet_text	label
4968	109279	Muy buenos días a todos!!!Tengo Covid-19 con síntomas leves,ya casi no tengo congestión nasal,y el cansancio corpóreo, no tuve fiebre,mi T° normal es de 36°,pero sigo sin olfato y gusto...Les deseo un hermoso día y solo queda cuidarse 😷😷😷Lo de ayer fue solo un susto https://t.co/epi0tuHasU	Self_reports
6990	300990	@manolitosalazar @IvanDuque Excluya el IVA  de la miga para que no le preocupe el #COVID19  al sub @IvanDuque	non-personal_reports
1855	110117	"#LaPavada, la sección más leída &gt;&gt;&gt; 😷Coronavirus: hisopan a participantes de ""MasterChef Celebrity"" tras positivo de Analía Franchín https://t.co/U0UbPP3lLr ¡Más chimentos en la nota! https://t.co/e5txAmaYlb"	Lit-News_mentions
5696	304403	A estos negacionistas de poca monta, le diria que se tiren para mi casa que somos 5 miembros, 4 con positivo, y yo y mi mujer con el telef. en la mano porque no se si vamos a tener que llamar a urgencias porque tenemos episodios de ahogo. Que se venga por aqui que necesito ayuda	non-personal_reports
9964	300717	La Línea de Atención de COVID-19 brinda un espacio de consulta desde tu casa con especialistas para detectar o descartar una posible infección por COVID-19.¿Conoces a alguien con síntomas como tos seca, fiebre o dificultad para respirar? ¡Compártelo! https://t.co/wmnMsBTWvv	non-personal_reports
5644	108538	Crees que tienes los sintomas del ##covid19 Tos seca, fiebre alta y dificultad para respirar, ingresa a https://t.co/1gioCGn8wN. La asistente virtual ROSA, te ayudará. #ProtégetePanamá #UnidosVenceremos https://t.co/mYpPr9ukx0	Lit-News_mentions
6517	105303	El dolor de cabeza es un factor de buen pronóstico en los enfermos de coronavirus https://t.co/v8CN27yfPN a través de @abcdesevilla	Lit-News_mentions
1152	301467	No, también te puede matar el coronavirus, un carro, un bus, en la calle, pero bueno, tú tienes ADN DE CUCARACHA, bichitos muy resistentes, te podrías salvar. Sigue igual. Aplaudo tu valentía	non-personal_reports
4981	303357	@Gabrielpetenatt @RodriNobile @caristorero @clarincom Déjalo no le des bola, después  se le muere un familiar de coronavirus(ojala que no) y de le pasa, estos  globertos son asi	non-personal_reports
6005	303584	"Siempre que un profesor me ha dicho: ""La verdad es que no ahora no lo sé, lo miro y te contesto mañana"", me ha dado la impresión de ser alguien comprometido con su trabajo. Y casualmente, acababan siendo mis profesores favoritos. Apoyo totalmente a este hombre #TeamSimon"	Self_reports
1620	100054	🇫🇷 Francia prueba tratamientos para reducir mortalidad por Covid-19 ►►► https://t.co/ht57CpAH0Y https://t.co/l6tJ1qwh7Y	Lit-News_mentions
85	110251	"Lizy Tagliani a 4 días de dar positivo de coronavirus: ""Barbara de todo, sin fiebre sin síntomas"" https://t.co/tjWUQWtbS3"	non-personal_reports
5735	303964	@rimbaudarth @iescolar Si un virus con alta tasa de contagio y Mortal como el Covid-19 para estos era un simple resfriado no se de que te sorprendes....	non-personal_reports
2529	202450	jaja siento una presión en el pecho, dolor  de cabeza y creo que tengo fiebre, te imaginas que tenga Coronavirus? jajsja.	Self_reports
6782	303321	@yaesmediodiatv @lacasafuerte_tv Yo me he pasado los últimos cinco minutos llorando a moco tendido escuchando a #ruthsicilia que ha perdido a su hija de 12 años por #COVID19 y, 3 días después, a su padre que padecía cáncer y perdió las ganas de vivir cuando murió su nieta. Prioridades. Ridícula.	Self_reports
1419	105977	#Tecnología - LUPPA, la plataforma que nos acerca a los datos sobre el COVID-19 en México #Noticias #TendenciasTech https://t.co/TJ9Xk48scG https://t.co/VWhXrrWkZz	Lit-News_mentions
1062	109896	Los efectos que tendrá el coronavirus en el #marketing y la #publicidad de aquí a 2022#martech #inversiones #digitalmarketing  #estrategias #covidimpact #estrategiademarketing #insights #consumerbehavior #advertsing #travel #hospitality #toucaninsights &gt;https://t.co/XnMiUuDp2b https://t.co/rebkDQnTmu	Lit-News_mentions
6950	105234	La Sindicatura pide incluir en las cuentas de 2019 los efectos de la covid-19 https://t.co/nx69yuYSvf	Lit-News_mentions
7593	300412	Normalicemos los catarros, que tengo una tos tremenda, y me miran como si del coronavirus se tratase.	non-personal_reports
2056	203211	Hoy trabajé con cosas administrativas de la librería desde casa. Trabajé poco más de una hora. Quedé agotado. Creo que tengo coronavirus. Ah, y siento áspera la garganta...me voy a poner a pensar mi último tuit. https://t.co/3I7yQskJA3	Self_reports
8379	105274	Estudio: Niños con covid-19 presentan con más frecuencia fiebre y tos que con la gripe https://t.co/Q1TmbDeRZA https://t.co/a6WFO1RQL6	Lit-News_mentions
4157	300752	@manuelacho_s A mí ya no me da pena, porque los peos ya no huelen. Yo sostengo que no huelen pero mis acompañantes dicen que es producto de la pérdida de mi olfato por el coronavirus	non-personal_reports
5076	104289	"La pérdida de olfato se asocia a mejor evolución en la #COVID19 https://t.co/R2uwMoOWwqYa lo adelantó @tintinsevilla allá por marzo. Enhorabuena por tu ""buen olfato"", Ángel 😉👏https://t.co/QHDeEcd7nx"	Lit-News_mentions
4246	109520	Secretos de la ‘eterna juventud’ de abuela de 105 años que tuvo covid https://t.co/G2loiVHstZ vía @eltiempo	Lit-News_mentions
2792	100279	¿Saliste positivo a Covid-19 y necesitas incapacitarte? Te decimos los documentos que vas a necesitar y los pasos a seguir 😷https://t.co/nEDGBQ2tOo	Lit-News_mentions
8041	100443	MERCADAOS A.LATINA-Inician con bajas cautelosos y con los ojos puestos en Europa y coronavirus https://t.co/zcHPJIeY82 https://t.co/HXwWm4T3Oh	Lit-News_mentions
653	200316	Ayer con el video q vi d la señora con el coronavirus en la noche estába con fiebre dolor del cuerpo dios estaba delirando y soñando q tenía coronavirus gracias a dios estoy bien sin nada	Self_reports
1407	101095	"En países que testean mucho vemos una alta correlación entre casos confirmados diarios y búsquedas en GOOG por términos como ""pérdida del olfato"" (uno de los síntomas más divulgado del Covid-19).¿qué podemos decir sobre ARG?¿Pasamos la primera ola?https://t.co/hxRlnsjAQ2 https://t.co/5Dri62MUSw"	Lit-News_mentions
4002	304512	Con el coronavirus, y con un poco de tos, no he podido prender el abanico en algunos días. Ojalá sane pronto, que al cabo ya tengo más de una semana que me siento así. Es más el miércoles próximo tal vez ya se cumplan las 2 semanas	Self_reports
89	303457	La anterior guardia mi compañero de equipo acude con fiebre y tos. No sube . Avisamos para que lo asistan en urgencias con las correspondientes medidas de seguridad. No le indican la prueba del Covid-19 porque escasean. Incluso tras el dgco de neumonía.	non-personal_reports
2339	303662	Los síntomas de la enfermedad asociada al coronavirus, denominada COVID-19, son: infección de vías respiratorias, tos seca, fiebre y puede empeorar a una insuficiencia respiratoria aguda y neumonías potencialmente mortales. #CoronavirusVzla https://t.co/AD61L9hkll	Lit-News_mentions
601	100756	Fraudes, precios altos y filas interminables.La lucha por la búsqueda de oxígeno para pacientes con COVID-19 tiene a miles en las calles de Ciudad de México.Aquí te dejamos algunos consejos para evitar caer en fraudes y ayudar a conseguirlo. https://t.co/745oYefqV9	Lit-News_mentions
3621	303998	@PiensaPrensa @VeritasCapitur Dicen que el traje está bonito???... mi vecina falleció hace 1 semana de COVID-19 y no dejaron vestirla. Fue un dolor tremendo para esa familia no poder verla nunca más después de ese día que se fue al hospital... familia qlia!!	non-personal_reports
2644	100781	El COVID-19 no solo afecta al gusto y al olfato: también a este otro sentido https://t.co/2GHdBZDSnQ https://t.co/GuFCQ7oZiB	Lit-News_mentions
5850	112095	Secuelas del #CoronavirusPy: Pérdida del gusto y del olfato, las más comunes.🤧El coronavirus ha dejado efectos secundarios entre las personas que obtuvieron la enfermedad. 👃🏽Meses después, muchos aún no logran recuperar el gusto y el olfato. 🔗https://t.co/ZvwJlbwdHn https://t.co/1DRLux34NM	Lit-News_mentions
6836	110518	📊 #Coronavirus | En los últimos tres días, #Roca pasó a tener más casos que #Bariloche y #Cipolletti y es la ciudad con más casos de #RíoNegro. 💬 ¿Qué te genera esto? Más datos en esta nota 👇 https://t.co/794zQT6JzF	Lit-News_mentions
6445	108196	⚡️ Esta es la razón por la que la COVID-19 hace que perdamos el olfato y el gusto https://t.co/mmK83uleaU	Lit-News_mentions
8471	102056	📰 Las garantías de abastecimiento de medicamentos de uso humano en el entorno COVID-19 - Leer noticia completa ➡️ https://t.co/qGYL1EV7yk #Farmacia	Lit-News_mentions
6001	300947	La odisea de vivir en Venezuela, la impotencia para su hija devastadora, de verdad que dolor! Siento mucho lo que vivió está familia, solo nos resta pedir a Dios que nos proteja 🙏	non-personal_reports
1096	103423	Al igual que otras enfermedades respiratorias el #COVID19 puede causar síntomas leves como: secreción nasal, dolor de garganta, tos y fiebre. Puede ser más grave para algunas personas y puede provocar neumonía o dificultad respiratoria. https://t.co/zos6TCryBY	Lit-News_mentions
2247	304372	MI NUERA CONSIGUE LABURO HERMOSO EN UNA O.S EL MARTES PASADO,EMPIEZA Y EL SÁBADO SE EMPEZÓ A SENTIR MAL,COVID19 Y X ENDE MI HIJO,ESTUVIMOS CON ELLOS EL SÁBADO,PERO SOLO 10 MIN Y ELLOS CON BARBIJO,YO,CON UN LEVE DOLOR DE GARGANTA,SE ME VIENE LA NOCHE🤦🤦😌😌BUEN MIERCOLES AMIGOS😃	Self_reports
1948	103801	Gremiales tratan de superar los efectos de la pandemia de #coronavirus en #BeniLea la nota 👉https://t.co/clRtIjWt0M https://t.co/qNQbr5Enwo	Lit-News_mentions
7030	101217	#PropatoSalud | Manejo de la Vía Aérea en la Era COVID-19 la experiencia... https://t.co/hc4oABWoV4 vía @YouTube	Lit-News_mentions
5719	104548	Coronavirus: Los jóvenes se movilizan para mitigar los efectos de la cuarentena.⁦@juntosdesdecasa⁩ vía ⁦@felixlozano⁩  https://t.co/zWkLiPiSYT	Lit-News_mentions
2850	110573	#LigaProfesional#Platense #CoronavirusEl mediocampista Ivan Gómez y el juvenil Lautaro Pacheco, que juegan en Reserva, arrojaron resultado positivo.En tanto Franco Baldassarra y Juan Pignani retornaron a los entrenamientos tras recibir el alta médica.https://t.co/kiXAwDk39L	non-personal_reports
7864	103324	#ÚLTIMAHORA | Al menos 8 pacientes de #COVID19 muertos, tras registrarse un incendio en el Hospital Shrey de Ahmedabad, en India. Vía: @ibtimes_india Información en desarrollo... https://t.co/Waa5t9ivR9	Lit-News_mentions
6642	100223	Sánchez deja Lanzarote con récord de coronavirus, se va a Huelva &amp;#8230; y aparecen casos de fiebre del Nilo: https://t.co/BqmKtzzg8D	Lit-News_mentions
4192	303380	Es una vergüenza que le hayan hecho jugar dos amistosos en medio de una concentración con varios positivos.Hoy ha dado positivo otro jugador surcoreano que disputó el amistoso de ayer.Crucemos los dedos por Son.	non-personal_reports
1144	110684	Conciertos en tiempos de coronavirus 🎸 La banda The Flaming Lips ofrece concierto en burbujas gigantes 😱 https://t.co/mOJawk4gK5 https://t.co/rRaO41rWID	Lit-News_mentions
6059	109539	Consultar este interesante artículo publicado en Start: https://t.co/4OKJjQsG86 Guillermo Ochoa sufre el dolor de las pruebas para detectar Covid-19	Lit-News_mentions
4003	303945	.@sanchezcastejon Si queremos parar el coronavirus, la tecnología que usamos para producir las vacunas y tratamientos debe ser un bien público. Le pido que apoye el plan de retirada de los ADPIC relacionados con la COVID-19. #NoCovidMonopolies #Vaccine4All	non-personal_reports
8061	300764	@RobertP33746804 @andrekar80 @CarlosVerareal @stevenhidalgoo @Lenin @ottosonnenh @tinocotania @teleamazonasec Haciendo la fila un señor q tmbn perdió un ser querido cuenta que a su familiar solo le han puesto Neumonía porque no saben si murió de Covid19	non-personal_reports
3360	100610	[CORONAVIRUS] ¿Cuáles son los síntomas de la COVID-19? Los síntomas más comunes de la COVID-19 son fiebre, cansancio y tos seca. Algunos pacientes pueden presentar dolores, congestión nasal, rinorrea, dolor de garganta o diarrea. https://t.co/sjNGCWaa0C	Lit-News_mentions
2878	203266	ayer llegue a mi casa tosiendo y pensaba q la aleks me habia pegado el coronavirus porque trabaja en la sagrada familia yo-	Self_reports
2748	301700	La unica que me va a ser fiesta sorpresa en mi cumoleaños va a ser el coronavirus regalandome una neumonia y fiebre y si pinnnta la fallecion	non-personal_reports
3815	200792	Hola Covid19, ojalá estés muy poco tiempo en casa. Sí, #COVID19 positivo. No me está dando duro, gracias a las 3 dosis. Tengo sólo tos, mocos y fiebre, que sube y baja (con Paracetamol).Aislado en una habitación, bien cuidado. Agradecido con mi familia 💚 https://t.co/ml9P8ydexH	Self_reports
3062	101622	Medicamentos para coronavirus en China ofrecen alternativas sanación https://t.co/hpanRNhu81 https://t.co/OJVYtN4C1F	Lit-News_mentions
2562	112211	"Conrado Rodríguez-Maffiotte: ""La peste, el cólera o la fiebre amarilla fueron más graves que el coronavirus"" https://t.co/HgZGFjgicM vía @eldia"	Lit-News_mentions
5664	200465	chavales me han detectado coronavirus y la verdad es que tengo el sistema inmunológico fatal así que esto es una despedida lo siento mucho me he divertido estos años en esta red social y la verdad es que me lo acabo de inventar si lees esto me debes un beso si sigues leyendo 2	Self_reports
2844	112224	Luego de los cuestionamientos, Quirós defendió la carga de datos en Ciudad https://t.co/ul6rsDMyrC vía @tiempoarg	Lit-News_mentions
3136	300880	"🚨 #coronavirus 🚨 .Días atrás se le hizo una fuerte denuncia a una alta autoridad de gobierno referente a contratos falsos que algunas empresas han emitido con el fin de saltar fiscalizaciones y realizar viajes interregionales. Existen pruebas y nadie ""recogió el guante"" #Chile"	non-personal_reports
9195	200903	Enojado, muy enojado con el @Tu_IMMS la semana pasada fui a consulta en urgencias porque traía síntomas de #COVID19 el médico me dijo que solo era infección en la garganta, hoy fui a un particular y me hicieron la prueba y Si, tengo COVID, el #imss me botó.	Self_reports
9601	201354	tengo una gripa y un malestar ni el hijueputa solo me falta la fiebre pa confirmar lo que sabemos: ME pegaron el coronavirus cuando rumbee con la vieja recién llegada de shanghai	Self_reports
202	108500	"Aseguran que el covid-19 puede dejar ""efectos duraderos"" en las personas https://t.co/jgSRPrplq4 vía @eloncecom"	Lit-News_mentions
1538	100557	🍉 Esta es la razón por la que la COVID-19 hace que perdamos el olfato y el gusto https://t.co/7oWOlagoA0	Lit-News_mentions
3366	302289	#15Mar #GNB, Sabias Que las personas contagiadas con #Covid_19 pueden empezar con fiebre y tos, que progresa a neumonía en ambos pulmones y falta de aire. Si usas Tapa boca evita tocarlo una vez colocando #EscudoBolivarianoIII2020  #MeQuedoEnCasa #FANB  https://t.co/jpJZY5fIrW	non-personal_reports
8160	201244	"Tipo que estaba en la cocina conversando con Jules y me empieza a contar que no se siente bien, que tiene fiebre, tos y dolor de garganta, y que mañana se va a hacer el test de coronavirus y yo ""¿PERO POR QUÉ ESTOY SENTADA CONVERSANDO AQUÍ CONTIGO, ENTONCES?""."	Self_reports
629	111824	🔴  Hospitalizan a maestra #oaxaqueña tras recibir vacuna contra COVID-19 en el #Istmo. La educadora de 32 años presentó síntomas como dolor de cabeza, mareo, dificultad para respirar y adormecimiento de la lengua. 👉 Más información: https://t.co/IKc158Lk24 https://t.co/xr3FO31aFu	Lit-News_mentions
515	109421	Expertos vinculan al covid-19 con otra complicación que podría explicar su gran mortalidad https://t.co/A9CwsHxe0J https://t.co/Rxqvf0vqGT	Lit-News_mentions
3363	304161	Viaxouse a Manresa con un positivo que fixo vida e adestramentos coa plantilla...Ssbendo que, dende que te contaxias tardas varios días en ter síntomas, nunca se debera haber xogado ese partido.Chapeau polo Breo que o intentou todo e lle obrigaron a xogar. O resultado 👇	non-personal_reports
5903	300404	@GustavoVela71 Buenos días, mi querido Gustavo. ¡Muy bien por ella! Demuestra manejar conocimientos vitales acerca de COVID-19 y conocer la forma de protegerse con aquello que tenga al alcance. Contrasta, con aquellos que sí teniendo mejores insumos, deciden no usarlos o proveerlos. https://t.co/M1JdmAZhac	non-personal_reports
3840	102856	El cantante contó que todo comenzó con un dolor de cabeza y fiebre, momento en el cual decidió hacerse la prueba del virus. https://t.co/hdCU1CRs5D	Lit-News_mentions
8934	102573	Con la @boticariagarcia , #EfectosPerversos. Marián hace un repaso a las últimas noticias relacionadas con el coronavirus: vacuna, mutaciones, mascarillas... https://t.co/LjuFsCLclo	Lit-News_mentions
1718	111846	El 52% de los jóvenes de 16 a 30 años con #COVID19  tiene síntomas persistentes seis meses después (perdida del gusto u olfato, cansancio, problemas de memoria o concentración, etc. ), según un estudio del @Nature#LongCovid #COVIDPERSISTENTE https://t.co/KFdz0rZM2C	Lit-News_mentions
688	108753	#Coronavirus | 1.837 nuevos casos y 61 muertos en Argentina ===&gt; LEÉ LA NOTA COMPLETA EN ===&gt; https://t.co/vC22ztBm4E https://t.co/EFKsAm3HXl	Lit-News_mentions
8462	300781	me hace mucha gracia la gente que le echa la culpa a Pedro Sanchez de los muertos por covid. como si al tener a Abascal de presidente el coronavirus dijese: “hostia no espera que como la extrema derecha gobierna no tengo que matar”dude wtf veis que poca logica teneis	non-personal_reports
9429	105596	Toyota Argentina presentó distintos accesorios para la higiene dentro del auto -🔴Lee la nota completa acá:https://t.co/k7rjS7mR9C #corolla #coronavirus #covid19 #etios #newdriver #toyota #yaris https://t.co/nsiiacke2E	Lit-News_mentions
6345	111093	Según científicos, síntomas de coronavirus aparecen en este orden https://t.co/AGGe0HUmoE  generalmente el primer síntoma de una persona contagiada de Covid es la fiebre. Le seguirían la tos y dolor muscular, luego náuseas y/o vómitos, y después diarrea	Lit-News_mentions
1217	108381	Médicos identifican el mejor tratamiento para la pérdida de olfato por COVID-19 https://t.co/rx7vC6r5OV	Lit-News_mentions
4266	201351	amigues tengo mucho miedo porque me acaban de informar que tengo que entrar en aislamiento total porque tengo uno de los nuevos síntomas que descubrieron del COVID-19 que es ser una soberana mamasita, exitosa, y grandísima potra	Self_reports
2790	200649	"Pues aunque el gobierno de Nuevo León autorice los ""mercaditos"", yo me quedo con las ganas de comer garnachas y no voy.#NuevoLeon #COVID19"	Self_reports
7511	103337	Télam @AgenciaTelam: Coronavirus: el detalle de las medidas preventivas en establecimientos educativos y ámbitos laborales https://t.co/YHBZfbYK2B https://t.co/QkKWLUmxcf vía @contalix	Lit-News_mentions
5092	202350	Que una mujer de 25 años y un hombre de 22, sin enfermedades de base, hayan fallecido hoy a causa del coronavirus me deja en shock y me hace reflexionar sobre el riesgo tan inminente al que estamos expuestos. Cuidémonos por favor, si no tienen que salir, no salgan.	Self_reports
6490	100725	#QuédateEnCasa y realiza tus trámites por Internet.En momentos de contingencia, el #IMSS asegura la realización de tus trámites para protegerte a ti y a tus seres queridos.&gt;&gt; https://t.co/UeBCybkBg8#SanaDistancia #COVID19 https://t.co/eceeLM2jhL	Lit-News_mentions
10008	101774	Seguimos pendientes de los asuntos públicos y de la pandemia de COVID-19 https://t.co/Lg08FhALXj vía @YouTube. @jafmejiajimenez @pattywar_ por si estaban con el pendiente	Lit-News_mentions
5687	111807	Buenas noticias sobre tratamientos contra el Coronavirus https://t.co/KGvoZAiEOS https://t.co/pU2Wzi78YN	Lit-News_mentions
4954	300973	me he encerrado en mi habitación me da miedo pegarle el coronavirus a mi madre, uno de los síntomas es la pérdida del gusto, y yo no le gusto a nadie	non-personal_reports
3809	303884	se me cerró el pecho y no podía respirar y pensé que tenía coronavirus pero luego recordé aue llevo viviendo con ansiedad y ataques de pánico los anteriores cuatro años de mi vida,,,,,,,pero no es coronavirus eso si q estuvo cerca puff 🤠	non-personal_reports
1866	108507	#ATENCIÓN El Comité de Medicamentos de Uso Humano de la Unión Europea apoya el uso de dexametasona en pacientes con CoVID19.Aquí sus recomendaciones 👉 https://t.co/NAb7pnE0b3@MonicaTarapues @e_teran_ec @wdanielmh @forosaludec @MasquemedicosEc @vikmach https://t.co/rJL3QUSUcS	Lit-News_mentions
8786	103512	Superintendencia de Seguros fijó montos para cobertura de las pólizas de pacientes con COVID-19 https://t.co/SG13n19sRh https://t.co/WJvVEMXT5S	Lit-News_mentions
6105	109544	Producto milagro de Nicolás Maduro para curar COVID-19 no cuenta con evidencia científica: Expertoshttps://t.co/pZUexnUMf9 https://t.co/80RKKrGDhM	Lit-News_mentions
834	102903	Hablamos del test rápido que podría detectar el covid-19 en asintomáticos a través del olfato.Conversamos con quien lidera el proyecto, Eduardo Agosín, académico de @ucatolica Comenta con nosotros #estonoesplazaitalia https://t.co/o2YIS36LHW	Lit-News_mentions
3179	100550	Los síntomas más comunes del Covid-19 en niños podrían ser diarrea y vómito https://t.co/RuzK6vuZb5 https://t.co/TZ6TSPz1u1	Lit-News_mentions
7391	104525	@latinus_us @marcelaluqu El puerquito favorito de Lopitos, Bélgica vs Méxicohttps://t.co/JWs4SSuVHj https://t.co/1xBKcrLZ9W	Lit-News_mentions
5173	200963	También me hice una prueba de antígenos en Farmacias del Ahorro y salió negativo.Sin embargo, me sentí insatisfecha con el resultado, porque tenía temperatura, cuerpo cortado, tos y dolor de garganta; así que fui a hacerme una PCR y salí positiva a #COVID19.No se confíen.	Self_reports
2829	101096	Coronavirus en Asturias | El Ejército monta seis puestos en Cabueñes para cribar casos de covid https://t.co/jZNlt2qxL9 vía @elcomerciodigit	Lit-News_mentions
5924	108291	"[VIDEO] ""De aquí vamos a salir muertos"": las deplorables condiciones en las que aislan a pacientes con covid-19 #ENSociedad https://t.co/6wvjTQ6H0a https://t.co/mlzwRn7LSW"	Lit-News_mentions
416	109548	Boris Johnson, primero ministro de #ReinoUnido permanece bajo observación con fiebre y tos en un hospital del Londres por #COVID19Johnson mantendrá sus funciones y seguirá trabajando desde el hospital. https://t.co/NSXl4PQeH1	Lit-News_mentions
6438	300753	Parece injusto por la falta de cuidado de la persona que se contagió pero el médico cumplió con su deber es doloroso porque nadie se quiere morir que Dios guarde a cada médico que luchan día a día por salvar vidas	non-personal_reports
6787	101032	¡SÍ FUNCIONA EL CARVATIVIR! La Academia de Medicina concluye que los extractos de tomillo tienen un potencial terapéutico contra el coronavirus https://t.co/moJhcfW0qp https://t.co/b67HEqB73G	Lit-News_mentions
2199	100053	Si ud tiene el COVID-19 y está tomando azitromicina/cloroquina o ivermectina o nitazoxanida sepa que seguirá con los síntomas de la enfermedad. El objetivo es reducir la cantidad de virus que ud expulsa. El tratamiento que baja la fiebre y el dolor es acetaminofén.	Lit-News_mentions
5774	200430	🧐Ángel, tengo que corregir una cosita🔰Efectivamente, la mayoría de infecciones víricas no están provocadas por #COVID19, PERO…⭕️Dado que lo único que los distingue es un test rápido o una PCR, toda persona con tos y/o fiebre debería hacerse la prueba.	Self_reports
2225	200108	Creo que me dio coronavirus porque perdí el gusto por mi esposa y ahora sólo quiero estar con mi novia	Self_reports
4240	202611	YA quiero que desaparezca el Coronavirus, pero me da miedo que la gente vuelva a pensar que solo se deben lavar las manos y taparse la boca al toser cuando hay epidemias 😭	Self_reports
5866	104865	@lacc1 Este nuevo estudio, publicado en la revista 'Rhinology', es el primero en comparar cómo las personas con trastornos del olfato y el gusto relacionados con el COVID-19 difieren de aquellos que tienen otras causas de infecciones del tracto respiratorio superior.	Lit-News_mentions
2006	108332	La capacidad de transmisión de la nueva cepa del Covid-19 en Venezuela, tiene una capacidad de contagio vertiginosa y los síntomas son totalmente distintos, inicia con tos seca, luego fiebre alta, dolor abdominal, dolor de cabeza, agotamiento extremo y luego la neumonía. Cuidense	Lit-News_mentions
1651	110365	@raydel78 @adrielfcubano @Guiller31352855 @Monzonaro @fvm8266 @Ramonci33162959 @Jorge36969048 @traigolaultima1 @pemembrillo @AlanBritoPriet4 @casymiroelpelon @libreenUSA @nino_yinell @AntonioVeranes @Leonard66535513 @fernando_red666 @MarioPedroso13 @Christi59822540 @elgladiadorXXI @IlianaDelgadoB @FelixLlerenaCUB @4gatoscuba @EskenderTorres @fernandorojas_6 @Don96593718 @FECUNDOINCORRE1 @MarioBe31112284 @Kike155Rios @MartinS74892812 @Optimousprime51 @manolo_burumba @Gamer5Bomb @elmiki09937494 @Dicotomia7 @miracle74152885 @camejo62 @mariomichelusa @josededu5 @JorgeVi18906990 @CasimiroPelon @gloriavivida @barbara_bitar @garcilofran69 @frelimpio @charlibc80 @realities_hater @diter742 @Vicente73977721 @Lenin @MashiRafael Bombazo https://t.co/hImRfxMLLb	Lit-News_mentions
4088	102706	Atentos. Vicepresidenta Martha Lucía Ramírez, resultó infectada con el coronavirus, confirma oficina de la alta funcionaria. Según el breve comunicado, se encuentra asíntomática @mluciaramirez #CardenalNoticias https://t.co/MgLnqDaYU8	Lit-News_mentions
5778	104768	Coronavirus – Los contactos estrechos con síntomas empezarán a ser «casos positivos» sin testeo https://t.co/aFRaDx3x4d a través de @Kaminoticias	Lit-News_mentions
2160	203096	Hola SR presidente @alferdez actualice la app cuidar no tengo fiebre ni tos ni dolor de garganta no soy persona de riesgo soy pers esencial y en la app me sale que tengo covid-19 y que me quede en casa que hago ? Aguardo su redpuesta gracias	Self_reports
9811	100918	DATOS | El coronavirus en España: mapas y últimos datos de los rebrotes y su evolución https://t.co/CzFQPdcdH8 vía @eldiarioes	Lit-News_mentions
4569	303685	No estoy entendiendo @AnaPOrdorica  ... como puede estar tan expuesto con tantos que han dado positivo y que no le pase nada a López Obrador ... qué clase de brujería tiene?	non-personal_reports
5654	203122	Tengo una discapacidad del 67% y estoy operada de dos hernias lumbares y de cada una de las rodillas. Entiendo la saturación que hay por el coronavirus, me parece vergonzoso que al resto no se nos atienda, y me digan que me espere otros dos días para que me alivien el dolor. https://t.co/KYEoAUzY8t	Self_reports
