tweet_id	label
109663	Lit-News_mentions
202501	Self_reports
110544	Lit-News_mentions
304222	Self_reports
202673	Lit-News_mentions
108825	Lit-News_mentions
108225	Lit-News_mentions
304168	non-personal_reports
303772	non-personal_reports
202676	Self_reports
303987	non-personal_reports
110650	Lit-News_mentions
110036	Self_reports
110602	Lit-News_mentions
111422	Lit-News_mentions
111393	Lit-News_mentions
109821	Lit-News_mentions
110565	Lit-News_mentions
109479	Lit-News_mentions
108634	Lit-News_mentions
111069	Lit-News_mentions
108660	Lit-News_mentions
304046	non-personal_reports
304858	Self_reports
202449	Self_reports
303914	Lit-News_mentions
109548	Lit-News_mentions
304458	non-personal_reports
304208	Self_reports
304385	non-personal_reports
303388	Lit-News_mentions
111604	Lit-News_mentions
109987	Lit-News_mentions
303690	Lit-News_mentions
109216	Lit-News_mentions
303924	Lit-News_mentions
304699	Self_reports
108693	Lit-News_mentions
108835	Lit-News_mentions
303422	non-personal_reports
304663	Self_reports
110395	Lit-News_mentions
110065	Lit-News_mentions
203022	Lit-News_mentions
303431	non-personal_reports
108165	Lit-News_mentions
202692	Self_reports
111148	Lit-News_mentions
303883	non-personal_reports
110572	Lit-News_mentions
304470	non-personal_reports
108404	Lit-News_mentions
111081	Lit-News_mentions
111493	Lit-News_mentions
304359	Self_reports
110834	Lit-News_mentions
108480	Lit-News_mentions
304568	Lit-News_mentions
111710	Lit-News_mentions
109769	Lit-News_mentions
110129	Lit-News_mentions
108890	Lit-News_mentions
304900	Lit-News_mentions
109845	Lit-News_mentions
202480	non-personal_reports
303531	non-personal_reports
303603	non-personal_reports
109137	Lit-News_mentions
303773	non-personal_reports
304426	non-personal_reports
110924	Lit-News_mentions
108558	non-personal_reports
110112	Lit-News_mentions
304905	Self_reports
109196	Lit-News_mentions
304854	non-personal_reports
303311	non-personal_reports
303616	Self_reports
304678	Lit-News_mentions
303327	non-personal_reports
111479	Lit-News_mentions
111818	Lit-News_mentions
304710	Lit-News_mentions
304129	non-personal_reports
202228	Self_reports
110127	Lit-News_mentions
303473	non-personal_reports
108968	Lit-News_mentions
111257	Lit-News_mentions
108172	Lit-News_mentions
303922	non-personal_reports
304097	Self_reports
110255	non-personal_reports
304504	Self_reports
111053	Lit-News_mentions
109894	Lit-News_mentions
303467	non-personal_reports
108457	Lit-News_mentions
109938	Lit-News_mentions
303365	non-personal_reports
203040	Self_reports
304309	non-personal_reports
304009	non-personal_reports
110101	Lit-News_mentions
110734	Lit-News_mentions
110861	Lit-News_mentions
111421	Self_reports
108330	Lit-News_mentions
109312	Lit-News_mentions
109819	Lit-News_mentions
111227	Lit-News_mentions
112033	Lit-News_mentions
110639	Lit-News_mentions
109584	Lit-News_mentions
304477	non-personal_reports
304361	non-personal_reports
304266	Self_reports
109435	Lit-News_mentions
303710	non-personal_reports
203171	Self_reports
304522	non-personal_reports
304351	Lit-News_mentions
202334	Self_reports
109140	Lit-News_mentions
109866	Lit-News_mentions
109421	Lit-News_mentions
111457	Lit-News_mentions
111839	Lit-News_mentions
202253	Self_reports
110873	Lit-News_mentions
111830	Lit-News_mentions
111409	Lit-News_mentions
303780	Lit-News_mentions
304381	non-personal_reports
109940	Lit-News_mentions
109915	Lit-News_mentions
203035	non-personal_reports
109401	Lit-News_mentions
108622	Lit-News_mentions
203182	Self_reports
108553	Lit-News_mentions
110175	Lit-News_mentions
111307	Lit-News_mentions
108605	Lit-News_mentions
202616	Self_reports
110138	Lit-News_mentions
202354	Self_reports
111649	Lit-News_mentions
110043	Lit-News_mentions
109965	Lit-News_mentions
109370	Lit-News_mentions
304276	non-personal_reports
203092	Self_reports
110993	Lit-News_mentions
202980	Self_reports
108219	Lit-News_mentions
303552	non-personal_reports
303758	non-personal_reports
109891	Lit-News_mentions
109892	Lit-News_mentions
108928	Lit-News_mentions
203271	non-personal_reports
111269	Lit-News_mentions
109890	Lit-News_mentions
202267	Self_reports
304073	non-personal_reports
109305	Lit-News_mentions
110099	Lit-News_mentions
108764	Lit-News_mentions
111238	Lit-News_mentions
304343	non-personal_reports
303940	non-personal_reports
109815	Lit-News_mentions
304322	non-personal_reports
303878	non-personal_reports
110344	Lit-News_mentions
109925	Lit-News_mentions
304290	non-personal_reports
109375	Lit-News_mentions
108537	Lit-News_mentions
110347	Lit-News_mentions
108883	Lit-News_mentions
109271	Lit-News_mentions
303296	Lit-News_mentions
109089	Lit-News_mentions
112015	Lit-News_mentions
111206	Lit-News_mentions
111478	Lit-News_mentions
111860	Lit-News_mentions
304220	Self_reports
304121	non-personal_reports
108884	Lit-News_mentions
202750	Self_reports
109209	Lit-News_mentions
303522	Lit-News_mentions
109636	Lit-News_mentions
109378	Lit-News_mentions
203070	Self_reports
110930	Lit-News_mentions
202433	non-personal_reports
202738	non-personal_reports
109287	non-personal_reports
111178	Lit-News_mentions
109079	Lit-News_mentions
203061	Self_reports
110512	Lit-News_mentions
111228	non-personal_reports
109068	Lit-News_mentions
303272	non-personal_reports
111510	Lit-News_mentions
108517	Lit-News_mentions
202751	non-personal_reports
111572	Lit-News_mentions
108451	Lit-News_mentions
203280	Self_reports
108138	Lit-News_mentions
108861	Lit-News_mentions
111801	Lit-News_mentions
110147	Lit-News_mentions
304336	Lit-News_mentions
108988	Lit-News_mentions
109883	Lit-News_mentions
111181	Lit-News_mentions
111928	Lit-News_mentions
111683	Lit-News_mentions
303999	non-personal_reports
202389	Lit-News_mentions
110476	Lit-News_mentions
110351	Lit-News_mentions
202810	Self_reports
109411	non-personal_reports
108375	Lit-News_mentions
304486	Self_reports
108410	Lit-News_mentions
304695	Self_reports
111787	Lit-News_mentions
109997	Lit-News_mentions
304443	non-personal_reports
108686	Lit-News_mentions
111824	Lit-News_mentions
110947	Lit-News_mentions
109862	Lit-News_mentions
203321	Self_reports
303693	non-personal_reports
111657	Lit-News_mentions
303288	Self_reports
110289	Lit-News_mentions
110668	Lit-News_mentions
111222	Lit-News_mentions
110441	Lit-News_mentions
110738	Lit-News_mentions
108646	Lit-News_mentions
304867	non-personal_reports
111446	Lit-News_mentions
111350	Lit-News_mentions
303723	non-personal_reports
109615	Lit-News_mentions
203090	non-personal_reports
111950	Lit-News_mentions
303528	non-personal_reports
108288	Lit-News_mentions
303521	non-personal_reports
202335	non-personal_reports
111058	Lit-News_mentions
303727	non-personal_reports
110398	Lit-News_mentions
109721	Lit-News_mentions
202791	Self_reports
202889	Self_reports
108702	Lit-News_mentions
304807	Self_reports
202866	Self_reports
110796	Lit-News_mentions
202997	non-personal_reports
109740	Lit-News_mentions
202977	Self_reports
203255	Lit-News_mentions
111709	Lit-News_mentions
109669	Lit-News_mentions
112144	Lit-News_mentions
203143	non-personal_reports
202954	Self_reports
109670	Lit-News_mentions
202355	Self_reports
112052	Lit-News_mentions
110720	Lit-News_mentions
304665	Self_reports
109466	Lit-News_mentions
202723	Self_reports
108647	Lit-News_mentions
111445	Lit-News_mentions
110949	Lit-News_mentions
111754	Lit-News_mentions
109515	Lit-News_mentions
304494	Lit-News_mentions
109977	Lit-News_mentions
304013	non-personal_reports
304668	Self_reports
108753	Lit-News_mentions
202443	Self_reports
110736	Lit-News_mentions
303336	non-personal_reports
202597	Self_reports
304172	Self_reports
304701	Self_reports
111811	Lit-News_mentions
111348	Lit-News_mentions
304771	non-personal_reports
203088	Self_reports
202638	Self_reports
304749	non-personal_reports
110879	Lit-News_mentions
108798	Lit-News_mentions
109094	Lit-News_mentions
110843	Lit-News_mentions
202710	Self_reports
202374	Self_reports
202807	Self_reports
110627	Lit-News_mentions
303590	non-personal_reports
303480	non-personal_reports
109104	Lit-News_mentions
303347	Self_reports
109315	Lit-News_mentions
112149	Lit-News_mentions
303509	non-personal_reports
304126	non-personal_reports
304384	non-personal_reports
304055	Lit-News_mentions
110307	Lit-News_mentions
304422	Self_reports
111207	Lit-News_mentions
111877	Lit-News_mentions
202743	Self_reports
111498	Lit-News_mentions
110447	Lit-News_mentions
110600	Lit-News_mentions
202897	Self_reports
111585	Lit-News_mentions
304582	non-personal_reports
112136	Lit-News_mentions
111957	Lit-News_mentions
202795	Self_reports
110598	Lit-News_mentions
111411	Lit-News_mentions
203173	Self_reports
108611	Lit-News_mentions
304558	Self_reports
304754	non-personal_reports
111460	Lit-News_mentions
111305	Lit-News_mentions
203021	Self_reports
110121	Lit-News_mentions
202837	Self_reports
109475	Lit-News_mentions
110920	Lit-News_mentions
109110	Lit-News_mentions
303905	Self_reports
110489	Lit-News_mentions
111669	Lit-News_mentions
108671	Lit-News_mentions
303433	Self_reports
304542	Self_reports
109802	Lit-News_mentions
108491	Lit-News_mentions
108895	Self_reports
203102	Self_reports
202471	Self_reports
111461	Lit-News_mentions
304791	Lit-News_mentions
202540	Self_reports
108534	Lit-News_mentions
109579	Lit-News_mentions
112051	Lit-News_mentions
303700	non-personal_reports
202499	Lit-News_mentions
111886	Lit-News_mentions
304010	Lit-News_mentions
110892	Lit-News_mentions
108973	Lit-News_mentions
202960	Self_reports
304315	Self_reports
110062	Lit-News_mentions
111174	Lit-News_mentions
203243	Self_reports
303456	non-personal_reports
303451	Self_reports
110200	Lit-News_mentions
111622	Lit-News_mentions
111056	Lit-News_mentions
110137	Lit-News_mentions
111458	Lit-News_mentions
303429	Self_reports
109471	Lit-News_mentions
111218	Lit-News_mentions
110422	non-personal_reports
304674	Lit-News_mentions
303660	non-personal_reports
110827	Lit-News_mentions
303640	Lit-News_mentions
111459	Lit-News_mentions
303588	non-personal_reports
108167	Lit-News_mentions
303934	Lit-News_mentions
110708	Lit-News_mentions
202533	Self_reports
110366	Lit-News_mentions
303962	Self_reports
110278	Lit-News_mentions
111734	Lit-News_mentions
108183	Lit-News_mentions
111635	Lit-News_mentions
203189	Self_reports
111921	Lit-News_mentions
202955	Self_reports
110562	Lit-News_mentions
110759	Lit-News_mentions
110927	Lit-News_mentions
111983	Lit-News_mentions
109664	Lit-News_mentions
303482	non-personal_reports
202336	Self_reports
202846	Self_reports
303950	Lit-News_mentions
109820	Lit-News_mentions
110325	Lit-News_mentions
110828	Lit-News_mentions
202520	Self_reports
303799	non-personal_reports
111821	Lit-News_mentions
108947	Lit-News_mentions
304204	non-personal_reports
108826	Lit-News_mentions
304255	non-personal_reports
303513	non-personal_reports
110840	Lit-News_mentions
304140	non-personal_reports
109121	Lit-News_mentions
202782	Self_reports
110287	Lit-News_mentions
110184	Lit-News_mentions
111716	Lit-News_mentions
304193	Self_reports
303678	non-personal_reports
110443	Lit-News_mentions
109698	Lit-News_mentions
109253	Lit-News_mentions
304364	non-personal_reports
303439	Lit-News_mentions
109252	Lit-News_mentions
110711	Lit-News_mentions
109867	Lit-News_mentions
109026	Lit-News_mentions
202982	Self_reports
203256	Self_reports
109765	Lit-News_mentions
110229	Lit-News_mentions
304506	Lit-News_mentions
111125	Lit-News_mentions
303367	Self_reports
110764	Lit-News_mentions
108822	Lit-News_mentions
202731	Self_reports
111727	Lit-News_mentions
109064	Lit-News_mentions
202435	Self_reports
202928	Self_reports
203319	Self_reports
111549	Lit-News_mentions
304557	non-personal_reports
111375	Lit-News_mentions
111026	Lit-News_mentions
111632	Lit-News_mentions
202975	Self_reports
109486	Lit-News_mentions
202943	Self_reports
202273	Self_reports
110586	Lit-News_mentions
108399	Lit-News_mentions
110666	Lit-News_mentions
203206	Self_reports
110837	Lit-News_mentions
109246	Lit-News_mentions
109836	Lit-News_mentions
202498	Self_reports
110495	Lit-News_mentions
108863	Lit-News_mentions
112188	Lit-News_mentions
110399	Lit-News_mentions
110807	Lit-News_mentions
110277	Lit-News_mentions
111755	Lit-News_mentions
303465	non-personal_reports
303732	Self_reports
109293	Lit-News_mentions
108245	Lit-News_mentions
109784	Lit-News_mentions
109772	non-personal_reports
109353	Lit-News_mentions
111631	Lit-News_mentions
108297	Lit-News_mentions
110150	Lit-News_mentions
112156	Lit-News_mentions
202601	Self_reports
108235	Lit-News_mentions
303471	non-personal_reports
303888	non-personal_reports
111904	Lit-News_mentions
110285	Lit-News_mentions
304061	Lit-News_mentions
109186	Lit-News_mentions
108729	non-personal_reports
108766	Lit-News_mentions
111160	Lit-News_mentions
111578	Lit-News_mentions
108509	Lit-News_mentions
110243	Lit-News_mentions
111976	Lit-News_mentions
109310	Lit-News_mentions
110376	Lit-News_mentions
203166	Self_reports
109700	Lit-News_mentions
108240	Lit-News_mentions
203285	Self_reports
111066	Lit-News_mentions
202503	Self_reports
202388	Self_reports
108447	Lit-News_mentions
108156	Lit-News_mentions
108642	Lit-News_mentions
303785	non-personal_reports
303746	non-personal_reports
303743	non-personal_reports
111869	Lit-News_mentions
110454	Lit-News_mentions
303484	non-personal_reports
110257	Self_reports
112181	Lit-News_mentions
109686	Lit-News_mentions
202912	Self_reports
108498	Lit-News_mentions
109957	Lit-News_mentions
109241	Lit-News_mentions
108765	Lit-News_mentions
304734	non-personal_reports
303464	Lit-News_mentions
109558	Lit-News_mentions
110049	Lit-News_mentions
203009	Self_reports
109090	Lit-News_mentions
202398	non-personal_reports
111621	Lit-News_mentions
111121	Lit-News_mentions
303530	non-personal_reports
304402	Self_reports
304269	Lit-News_mentions
111968	Lit-News_mentions
304130	Lit-News_mentions
110831	Lit-News_mentions
109556	Lit-News_mentions
304377	Self_reports
110319	Lit-News_mentions
202547	Self_reports
202280	Self_reports
109331	Lit-News_mentions
108996	Lit-News_mentions
303391	non-personal_reports
202707	Self_reports
108194	Lit-News_mentions
304182	non-personal_reports
304571	non-personal_reports
303736	non-personal_reports
202662	Self_reports
108541	Lit-News_mentions
109452	Lit-News_mentions
110635	Lit-News_mentions
111294	Lit-News_mentions
304268	non-personal_reports
109688	Lit-News_mentions
202382	Self_reports
303275	non-personal_reports
110032	Lit-News_mentions
109600	Lit-News_mentions
110568	Lit-News_mentions
110132	Lit-News_mentions
304662	Self_reports
111627	Lit-News_mentions
304895	non-personal_reports
303808	non-personal_reports
109394	Lit-News_mentions
111808	Lit-News_mentions
202968	non-personal_reports
202944	Self_reports
109533	Lit-News_mentions
109393	Lit-News_mentions
108995	Lit-News_mentions
110284	Lit-News_mentions
109158	Lit-News_mentions
202764	non-personal_reports
110880	non-personal_reports
304096	non-personal_reports
111867	Lit-News_mentions
112008	Lit-News_mentions
111790	Lit-News_mentions
111122	Lit-News_mentions
110612	Lit-News_mentions
304431	non-personal_reports
110847	Lit-News_mentions
111890	Lit-News_mentions
109046	Lit-News_mentions
303815	Self_reports
202734	Self_reports
109170	Lit-News_mentions
110863	Lit-News_mentions
202485	Self_reports
108845	Lit-News_mentions
111939	Lit-News_mentions
202504	non-personal_reports
304452	non-personal_reports
304767	Lit-News_mentions
202877	Self_reports
110470	Lit-News_mentions
108744	Self_reports
108173	Lit-News_mentions
112102	Lit-News_mentions
109517	Lit-News_mentions
202870	Self_reports
202964	Self_reports
110791	Lit-News_mentions
202652	Self_reports
110594	Lit-News_mentions
111209	Lit-News_mentions
109574	Lit-News_mentions
202587	non-personal_reports
304040	non-personal_reports
110934	Lit-News_mentions
108148	Lit-News_mentions
203265	Self_reports
109183	Lit-News_mentions
108760	Lit-News_mentions
304496	Self_reports
108959	Lit-News_mentions
109182	Lit-News_mentions
110580	Lit-News_mentions
303831	non-personal_reports
303699	non-personal_reports
202307	Self_reports
202289	Self_reports
111179	Lit-News_mentions
111112	Lit-News_mentions
303540	Lit-News_mentions
202765	Lit-News_mentions
108860	Lit-News_mentions
304003	non-personal_reports
303620	non-personal_reports
111598	Lit-News_mentions
109294	Lit-News_mentions
203281	Self_reports
110856	Lit-News_mentions
203046	Self_reports
304280	non-personal_reports
108664	Lit-News_mentions
111152	Lit-News_mentions
304261	non-personal_reports
108523	Lit-News_mentions
109024	Lit-News_mentions
110915	Lit-News_mentions
111430	Lit-News_mentions
203117	Lit-News_mentions
109483	Lit-News_mentions
110488	Lit-News_mentions
110356	Lit-News_mentions
109896	Lit-News_mentions
111958	non-personal_reports
110275	Lit-News_mentions
303957	Self_reports
108848	non-personal_reports
304792	Lit-News_mentions
110300	Lit-News_mentions
303292	non-personal_reports
202830	Self_reports
111833	Lit-News_mentions
202309	Self_reports
110504	Lit-News_mentions
303420	non-personal_reports
109818	Lit-News_mentions
304437	non-personal_reports
111035	Lit-News_mentions
108495	Lit-News_mentions
110158	Lit-News_mentions
304209	non-personal_reports
111139	Lit-News_mentions
202615	Lit-News_mentions
110780	Lit-News_mentions
303448	non-personal_reports
109428	Lit-News_mentions
110039	Lit-News_mentions
203296	non-personal_reports
202930	Self_reports
109442	Lit-News_mentions
202604	Self_reports
111177	Lit-News_mentions
110976	Lit-News_mentions
203292	non-personal_reports
203019	Self_reports
111324	Lit-News_mentions
111848	Lit-News_mentions
108512	Lit-News_mentions
108666	Lit-News_mentions
303774	non-personal_reports
109212	Lit-News_mentions
202720	Self_reports
108407	Lit-News_mentions
110413	Lit-News_mentions
108520	Lit-News_mentions
110421	Lit-News_mentions
304819	Lit-News_mentions
108211	Lit-News_mentions
110628	Lit-News_mentions
112129	Lit-News_mentions
303411	non-personal_reports
111747	Lit-News_mentions
110961	Lit-News_mentions
303325	non-personal_reports
111963	Lit-News_mentions
111697	Lit-News_mentions
109813	Lit-News_mentions
108152	Lit-News_mentions
110120	Lit-News_mentions
112017	Lit-News_mentions
110975	Lit-News_mentions
109733	Lit-News_mentions
109446	Lit-News_mentions
304136	Self_reports
109240	Lit-News_mentions
203059	Self_reports
108474	Lit-News_mentions
112175	Lit-News_mentions
109943	Lit-News_mentions
303805	non-personal_reports
109102	Lit-News_mentions
203155	Lit-News_mentions
303797	Self_reports
108303	Lit-News_mentions
108948	Lit-News_mentions
304054	Self_reports
303563	non-personal_reports
111397	Lit-News_mentions
304132	non-personal_reports
112011	Lit-News_mentions
109296	Self_reports
109983	Lit-News_mentions
304607	Self_reports
304704	non-personal_reports
110684	Lit-News_mentions
110965	Lit-News_mentions
111204	Lit-News_mentions
111226	Lit-News_mentions
111678	Lit-News_mentions
304340	Lit-News_mentions
110416	Lit-News_mentions
108293	Lit-News_mentions
110253	Lit-News_mentions
109334	Lit-News_mentions
202729	Self_reports
108768	Lit-News_mentions
202777	Self_reports
304467	Lit-News_mentions
202823	Self_reports
110337	Lit-News_mentions
202514	Self_reports
303598	Lit-News_mentions
304915	Self_reports
303642	non-personal_reports
112155	Lit-News_mentions
303980	Self_reports
109722	Lit-News_mentions
304111	non-personal_reports
202927	Self_reports
303968	Lit-News_mentions
111720	Lit-News_mentions
109280	Lit-News_mentions
304574	Lit-News_mentions
111677	Lit-News_mentions
