	tweet_id	text	label
45	977243918596231168	Who knew I would spend my Saturday mornings at 21 still watching Disney channel.	1
46	503244117712048128	I'm 19 years old and I spend my weekends as if I was 32	1
47	806960555776995328	John Glenn, former astronaut and U.S. Senator, has died at the age of 95.  He was the first American to orbit the earth. I remember...	0
48	929494796426731525	My girl, Fancy, just turned 17. She’s getting up there, but she still has the energy of a puppy https://t.co/MYZ7H6PwWk	0
49	846431799387533312	15 days til my 21st.. 20 days til I go on vacation.. &amp; I still look like a damn potato..	1
50	993172839581798400	@JasonWitten HAPPY BIRTHDAY!!!! #82 FOREVER!!! 💙💙💙💙💙💙🎉🎊🎂🍾	0
51	869278063007330304	My 25th bday gift to myself will be titties. Maybe a new nose too.	1
52	954042409029177346	Karla, from Flushing visits the office of @RepGraceMeng and stresses for a change in the age of entry requirement from 16 years old to 18 years old — “At 16 we are considered a minor and should still be protected” #DreamActNow #DreamAct https://t.co/N6eGhyzGGO	0
53	1035873658554724352	@rgbassin Kootenai.His name is Kostata age 68. He's the son of Chief Eneas, grandson of Chief Bapsiste, who signed the treaty of Hell Gate, 1855, btwn U.S. and the Allied Tribes of the Flashead Reservation.	0
54	1037018398214041600	If you need a suggestion for what to buy me as a 50th b-day present (4/22/19...save up), buy me this Les Paul...and guitar lessons...and @peterframpton tickets...	1
55	750937241938255872	Wishing our #CaptainCool @msdhoni a very happy 35th birthday! Have fun, skipper! #HappyBirthdayCaptainCool https://t.co/5wJhi9eapw	0
56	758754589025767425	She just turned 18 today. Chat with her.   https://t.co/Fvvl6kAHvl #hugetits #legs #pornvideos #bigboob https://t.co/ckyIIEDPoE	0
57	878458883999649792	I'm proud this facial hair trying to grow in before my 25th. I'll finally be a snack	1
58	1154390308177641473	@tonyhawk @DonovanStrain @berrics @rileyhawk666 Its so fun to watch...51 years old man still learning tricks and dont give up. 😅😅	0
59	1078193409301663744	This man is aging backwards who will say that he turned 53 todayBeing Human Day#HappyBirthdaySalmanKhan https://t.co/cBMjbI9e9L	0
60	708300756772917248	Double the birthday. Double the BFF. Double the memories. Double the love. Happy birthday!!!! #20 #ILoveYou 👸🏾👸🏼💞 https://t.co/BZ7W6aj03F	0
61	858452838250369024	CCI Spring Fling!! Dance the night away with access to our gorgeous courtyard filled with lights. Tickets will go on sale for $10 next week. https://t.co/tSSqGgqhxD	0
62	862502976723845120	Sooooo.. what do people do on their 19th birthday anyway?	1
63	604866707757277185	Why is my bias acting like this? He turned 30 &amp; he thinks he's having a mid life crisis?  I love him but Damn, calm down son. #JayPark	0
64	823691116897828865	I may be 30 years old &amp; have tattoos, but I will still absolutely cry when I get my blood taken because of my intense fear of needles.	1
65	683082477657784320	My 21st birthday is in 26 days ! 🎉🎉💘	1
66	1152916352002400256	Declares himself to be a 'stable genius' even though his IQ was measured at 73#SignsSomeoneIsPsycho	0
67	811427929557078017	I had a nightmare last night that I got married at 19	0
68	867032222758563840	I turn 21 tomorrow??? Weird👀🤗	1
69	1041006818686914561	@asscheeksonme Right 😭 as soon as we turned 21 they wanna get rid of the shit	1
70	804509599177076736	Birthday #24 #litty	1
71	930567446204944384	i turned 21 &amp; look at the liquor menu before the food menu everywhere i go.	1
72	762073925903716352	@stinacute that was my plan. My 21st is next week and I'm pregnant 🙃 #PracticeSafeSex lmao	1
73	948906572868177920	15 years ago today:2003 ~ The Atlanta #Falcons upset the Green Bay Packers in a NFC Wild Card game. It was the first time the Packers lost a playoff game at home. Vick was only 22 years old! https://t.co/xJEvxNWvx9	0
74	1046802155074723840	@teensy_teacup @moodring89 My 10th picture and I will die from him alone https://t.co/VM1w9CKkut	0
75	578267715552612352	Family means something so different at 21, different to what I always remember growing up anyway.	1
76	983131381592141824	@cheribaker Yes!! I work in a flower shop. Tulip season is my favorite season! I’ve never in my 12 years there have seen tulips that nice!	0
77	589849207793704960	@IIPaulEdwinII Text this cutie, shes 23 years old her # is 512-270-3884 shes funny lol	0
78	1105836715460173825	"It's been 15 years since I, as a vulnerable 16 year old girl, was preyed upon and abused by a gang of older men who have never faced justice. I dare @BorisJohnson to look me in the eye and say rectifying that would be ""spaffing money up the wall"" #BorisJohnson #VileTories"	1
79	623921842663882753	30th birthday approaching, weighing up the competition between my favourite Indian in Petts Wood and @TGIFridaysUK hmm decisions decisions	1
80	473123247567822850	Happy 21st Birthday to me 😘🎊🎉	1
81	872863707977703426	You Grown Af 25 Years Old ! Tripping Over Some Petty Teenage Bullshit ! I'm Just Not Fit For Relationships 😒	0
82	1171088369348153344	The anger I will display on this website if the Red Sox, with their $800 bajillion valuation, allow a homegrown mega-superstar to walk at age 28 (or trade him at 27), will be the likes of which few have ever seen.	0
83	1037306957961543680	We stan a birthday playlist 👑 (and yes I’m turning 22 today but no way in hell will you catch me listening to TS) https://t.co/5q7s9uWbKz	1
84	654070293124648961	I been thinking about my 21st for so long	1
85	993120929671761920	I’m trying go to Panama for my 20th 😬	1
86	989650795154034688	Mfs gonna think I’m turning 21 this year 💀	0
87	672603735890112512	@markiplier_mSb You're 20 years old?	0
88	1037739602864431107	@PrairiePhlox @angiecthomas Easily one of my top picks for a must read for anyone 12YO and up. While content is strong and emotional, it’s a raw and necessary look into police brutality against PoC and the aftermath survivors must deal with.	0
89	1138594894878920705	Im turning 21 in 2 days &amp; im tryna keep myself busy but wow im excitedddd	1
90	1152171893778202625	Beauty ends at 25 years of age. After that we look at the character and what you bring to the table.	0
91	896946013235273729	ITS MY 21st BIRTHDAY‼️‼️‼️‼️	1
92	759759154210758657	@JoeLedleysBeard Good move for Ash at 31. Allen to Stoke, however, is a scandal.	0
93	1026204246646112256	A group of old friends discussed where they should meet for lunch for their reunion. : They were all aged about 40.Finally it was agreed that they would meet at the Ocean View restaurant, because the waitresses there were pretty.Ten years later, at age 50, the friends once a…	0
94	615300557176070144	@noellehancock Enjoyed your story about moving to St. John. Hit home — am 31 yrs old, single, journalist with wanderlust	1
95	1061772494347161601	@pIayerscIub Boy Eminem is fucking 80 years old let’s talk about that	0
96	809197113129086977	Okay so Stan isn't going to Disney with me instead me and Jessica are going next month for my 20th!!!!:D	1
97	1037135997350363137	At that age where I can date you or your father but I ain’t trying to be no step-grandma at 33 😒	1
98	313466329497755649	Celebrating my 21st birthday at @ArizonaPetes this Friday and EVERYONE is invited. 😝🍺	1
99	955474677618556929	The average person who becomes less active and consequently loses #muscle experiences a 20 to 25 percent reduction in 24-hour #metabolism by age 65. This adds up to a daily metabolic drop of more than 500 #calories.	0
100	1139687251003101184	Too much #HeroesCon blowing up my twitter feed... sooooo jealous... cant handle it all... so unfair. God dammit @Reading_Hix why cant you turn 50 every year... #youhavefailedthiscon	0
101	808481851086143492	I'm torn. On 1 hand, she's probably a 35y/o guy named Yuri. On the other, it's hard to find someone who lives close. https://t.co/9tSitVlsPD	0
102	728684596041273344	Battlefield 1 looks so good. I just hope my 970 can run it at 60 fps on ultra.	0
103	1021396923880787968	My birthday is tomorrow which is crazy I’ll be 21	1
104	261437301073256448	@RylanClark Happy 24th Birthday Rylan!! &lt;3	0
105	800039505004793856	my 17th birthday needs to hurry up so my mom has no excuse to keep me home all the time	1
106	708292686931894277	The perils of turning 26: when US millennials lose their parents' healthcare cover https://t.co/nnOtLj5BaI	0
107	602897964340613120	2 days until I get my braces off &amp; 9 until I turn 18. I am so excited 😭🙌	1
108	859778503004364800	Immys friend's mum was shocked when I told her I stated ttc at 26. I'm now 35.	1
109	866483735205687297	i want to look as good as cher at 71	0
110	940303719853326336	happy 21st birthday lil’ sis. drink lots of water. @haileesteinfeld https://t.co/xPhqvloraD	0
111	804077587928485888	private aligned r by 119 I dont feel that you dont look like I feel that.76 at 67.	0
112	908167210895626247	I'm so shook knowing that my grandma got married at 16. I'm 16 and I can't even keep my room clean, let alone find someone to tolerate me.	1
113	614212235557142529	me when I have my 21st birthday and I make a toast https://t.co/BTrgvRvX46	1
114	16494383897	Next friday... I will be doing a Ustream with my brother, @FrankieJGrande as we countdown to my 17th birthday.. Please join us!! :) WOOO	1
115	882280487015862272	I got a feeling imma get thick as hell  when I turn 23	1
116	965083358324604928	Thank you for being my partner, my best friend, my foodtrip buddy, movie buddy, the father of my son, my life, my lakay. Happy 25th birthday love! Alison Caluza Flores Jr. 🎂🎈🎉	0
117	901286379690352640	@jorymicah If you are my 13yo emo daughter, they are definitely back.	0
118	1014251404821659650	I've been in a hurry all my life, I only decided to slow down after I turned 28. Lol	0
119	1099030001750605826	#LIKE &amp; #RETWEET = SEASON 2 ACCOUNT GIVEAWAY  🖤Must Follow @FortniteDGs  &amp; @qtBazzyEnds at 55 retweets 🌙	0
120	581866434160013312	Beyoncé will turn 35 on September 4, 2016 and thus is eligible to be our next president	0
121	1059874244253962240	I’m almost 30 years old. I don’t have the time nor the energy to entertain your bad life choices. I barely have time to entertain my own okay so bye.	1
122	905989329285246977	My 21st is coming..	1
123	228957071163404288	When I was like 13 years old in Puerto Rico in 6th grade  http://t.co/sNuZtozB	0
124	1141436066043482112	@tatumbetter @saintsteven78 @PatsDynasty_1 @jeter_hood @AngryCeltics @QueenLambright7 @AdamHimmelsbach @Draymond__Green He averaged 17ppg in that series at 22. Jaylen averaged 19ppg in the 2018 ECONF Finals at 21! Gave the Bucks 36 on the road.Also...Kawhi had 3 HOfers, Jaylen had ZERO!Jaylen will average 18+ next year. He's not Kawhi, but don't overhype Kawhi when he was coming up.	0
125	960956838954053639	i still can't believe lorde was 16 years old when she wrote ribs...she is SO wise beyond her years. https://t.co/8FIhpklBOF	0
126	952337160631447554	@Ruthlessisback Nah ur not then since everything is electric. U could defo cut it down to maybe £15 a week. But member its winter so its generally gonna be higher	0
127	916848173817192448	I also have no idea how Gorton isn’t pulling his hair out watching his coach butcher an 18 yo with a blazing bright future but ...	0
128	642938964131713024	HAPPY BIRTHDAY TO OUR IRISH SNOWFLAKE!! @NiallOfficial How are you 22?! You better be playing T Swift all day! #22 #HappyBirthdayNiall	0
129	738002322069028865	@kerstinebx Whenever I turn 21 lets do it together just because we can lmao😂	0
130	984547911018188800	Imagine your Papa carrying on like this at 60, I would just faint 😩😆 https://t.co/9P1pDkk9hU	0
131	846542978189606912	@laynashiree14 Austin for sure. You can always go to 7th any time, but Austin was a lot of fun for my 21st!!	0
132	807215021268811776	We're lost for words right now. Louis Tomlinson's mum, Johannah has died at the age of 42 https://t.co/jMEIMhqksX	0
133	951526997741760514	The Sondheim 80th Birthday Concert will henceforth be referred to as The Sondheim 80th Birthday Women’s Summit.	0
134	1000944456235823104	@jaassrdgaf It’s always like that before someone turn 21. I was like that then next thing you know after I turn 21 I’m drinking before work going to work drunk, after school straight to the store to buy a bottle. Lol	0
135	1053461735884103680	I do believe my 13yo daughter had this same sentiment. Yet @realDonaldTrump is truly THAT stupid. https://t.co/6jpmrIX7KP	0
136	764464114907418624	Finally 16!!! 🎊🎁🎉❤️ https://t.co/K8I9vonMWq	1
137	1094401724020858880	15yo, getting ready to go out: how cold is it?me: 7º last I checkedhim, deadpan: so sweatshirt weatherme: *laughs uproariously*me: *pauses for uncertainty because he could be totally serious*me: no, you need a hat and gloves AND A COAThim: *rolls eyes because moms are dumb*	1
138	1040798498067832832	i used to read 3-4 full sized novels in middle school. now i see anything longer than a paragraph and bounce. i’ll miss u brain cells, can’t believe u peaked at age 12	0
139	819686540167225344	At age 30, this man lost a wife, Neilia, and a one-year-old daughter, Naomi, in a car crash. He… https://t.co/n7Jt46HQ2q	0
140	1062981886576709632	this old lady is legit whole ass 26yrs old and claims to hate Louis but she can’t keep his name out of her mouth, she talks about him on daily basis like literally DAILY. FUCKING. BASIS, like omg she’s so so so immature for her age, blink if u need help grandma 😰😰 https://t.co/yDxVc6Ltc8	0
141	905041117640499200	@RhyleighGrace Oh gosh my dad is older than yours 😂😂 he is 65 this year and mum just turned 50 😂😂	0
142	635343596913356800	When all you wanna do it have fun. It you have to babysit your 21 y/o boyfriend	0
143	987472850465386496	Instagram rap tribute to dead 13yo boy lands UK teen in court for ‘hate crime’ https://t.co/svvBJhcvit   #news #breakingnews	0
144	944361359092752385	#Nanaimo #Fire @NanaimoBulletin Multiple firefighters battling fully involved house fire at 38 Squirrel Lane Nanaimo. https://t.co/DA11zsbHbQ	0
145	947363763086245888	@Alco_Guerrero 18th birthday concert for Vivoree pls.	0
146	839747429754875904	New arrival family set MEN SIZE:S-XL. GIRL SIZE:S-XXL. DRESS SIZE:S-XXL. KIDS SIZE:6,8,10,12,14 for 1-12 years old	0
147	664081286521159680	Check out this brilliant slomo shot of @AleixEspargaro's 2nd fall of the day in Turn 11. #2016StartsNow #MotoGP  https://t.co/l758FBKwMj	0
148	1171395539415556101	Suicide is the biggest killer of men under age 45. In some countries, men are 3 times more likely to commit suicide than women are. You can help reduce this statistic by not mocking your male friends when they open up, not making them feel less of a man. #WorldSuicideDay	0
149	724272586713079809	How does being a Wife kill ambition? My Wife became a Wife at 25 and she's as ambitious as ever. https://t.co/HqqnS1jnU3	0
150	534399335317110784	Cant nobody talk down on me I've had my shit together since i was 16 years old 💯🆗👏	0
151	826755293056995329	I TURN 19 IN APRIL AND I STILL GET ASKED FOR ID ON 15 MOVIES FML https://t.co/FKlei9kI7m	1
152	870837414343921664	@DearAuntCrabby YOU’re awesome! Keep up energy against trump, the asswipe! I’m an [almost] 65 yo gal from Michigan.We watch MSNBC ALL day!	1
153	707238229708242944	Birmingham for my 18th, Wireless Festival, Bulgaria with the girls 🙌🏼 so excited for the rest of the year	1
154	1142482381326053376	It sucks to wake up one morning at 60 years old and realize that America is now the bad actor...Trump lawyers like Sarah Fabian who split hairs to justify putting kids in cages with no toothbrushes, toothpaste, soap or warm blankets?  USA=U Sold America, you fucking monsters.	1
155	634439626556579840	Blessed to have celebrated my 25th birthday with my sweet baby girl, my… https://t.co/qwfnaflSKP	1
156	408576930599141376	if more people worked, I could probably retire at 60! I've worked since I was 14! Contracted! Wtf! #getajob #tramps	0
157	967530795580739584	Finally 10/10/10#FateGrandOrder #fgo #artoria_pendragon #alter #artoriapendragonalter https://t.co/qj6FfnbXXZ	0
158	729118408730611712	My squad through a surprise late Birthday party for julian &amp; I. ☺️☺️🎂🎈🎉 #21 #22	0
159	818663858936147968	Besides spending my birthday at the doctors, my birthday was wonderful. Feeling blessed. AND 48 feels so good! #JanuaryBirthdaysRock	1
160	578150993201926144	4 months until my 21st birthday 😁😁 get organising @jackphillips89 😘 🎁🎉🎊🎈	1
161	984142703524040706	@MPMichaelPhelps My daughter veronica camejo Venezuelan loves the swimming champion in 50 mts butterfly at 13 years and wants opportunity to continue, the country suffers a severe crisis	0
162	955534468420456448	I’m a better shot at 20 yards than I am at 10 yards... I’m not mad, but... what? 🤷🏼‍♀️🏹🤨	0
163	848361582245629952	.@Colbyjames09 @taylorcaniff Between 13 and 16 years old https://t.co/drDdW1N1Lt	0
164	805813098682707968	@abstractLucas @edenproject I've never been, going on 17th December for my 40th so hoping it's going to be festive 🎄	1
165	790355578711257088	I think I grilled them perfectly...do you agree @GordonRamsay ? It would solidify 12 y/o old @_ab1527_ claim that I DO know how to cook?😃 https://t.co/IjaMylvosl	0
166	947075311358836736	I'm going to shave my head on my 30th birthday.	1
167	1134181585283178497	@davebmitchell @Mark_Sheppard Happy Birthday!  Today is my sons 32nd birthday!	0
168	794283887635484673	I accidentally did my hair in a grown up looking style and I was laughing about it but then realized I'll be 25 next week what	1
169	888015270471532544	🇺🇸 Dow futures 📈 up 0.1% at 21,623 https://t.co/i0i4UfnSP1 MARKETWATCH	0
170	944181275006353408	so Ailee will turn 30 next year 2018 😅 oh my gosh eomma is getting older 💕	0
171	1002798133649334272	Mooood after my 80th text with no reply still https://t.co/76NTRwX2IG	0
172	922233927120703488	@jon_stride @Goonerreed Well, I went part time at 60, March 2015; retiring completely next November (before the budget...)	0
173	896531554016559104	Pregnancy gains, today I turned 23 💅🏽 https://t.co/YNYVkbiq6W	0
174	820377841464463365	happy birthday again to my best bitch since 9th grade! finally 18! have a hoetastic day shawtyyy🤙🎈💕 https://t.co/Oora68x2kA	0
175	427060717783900160	Signed Heskey at Cardiff on FM14 for 150k in Jan. 36 years old... 8 goals in 10... SIGNING OF THE SEASON #FM14	0
176	1055884763498799104	when I was 12 my dream car was an Escalade and I have the opportunity to buy a 2002 Escalade and my 12 year old self would be soo proud.. but for the same price, my other option is a newish Yukon and I'm just so conflicted 🤔🤔🤔	0
177	927523056532246528	I learned this the hard way at 18 https://t.co/k0gzSCfjVe	0
178	975073819361767429	has seen Basingstoke Town claim a big 6-0 win against West Brom.	0
179	1022314985526124548	2 MORE HOURS 😋 my 25th birthday 🤗😘	1
180	781031480533327873	I'm so glad that I ws apart of history at 18 to Vote for Obama,18 yr olds now hve to hve a option w/Trump smh mke history.. #HillaryClinton	1
181	1140268854976946176	@vinodkapri My sister was found in a similar way, left in the streets to die in Odisha. Today she turned 15. ❤️ What you are doing is amazing. https://t.co/bwqRI8YEtZ	0
182	1033379273283960834	Hard to think today would be Bowes 10th birthday. Love and miss you so much with all my heart Bub❤️ https://t.co/IjNSkrw3im	0
183	961655756310433792	I’m honestly not mad about the pick either, the pick that we stole in 2017 in the first round lead us to get Kuzma at 27 lmaooooo	0
184	1040273052578271232	The discussion about kicking your kids out at 18 is a deep subject and they brought up good points. I think you have to prepare your kids for life as much as you can, while you can.	0
185	925000436314238977	I thought you was turning 37 https://t.co/TXksmYxa6D	0
186	921484024132128770	I hope having a baby face at 20 means I'll age like Pharrell.	1
187	942720823256694787	me at 15 years-old: don't tell me what to dome at 20 years-old: please tell me what to do	0
188	973768252483661824	[BREAKING] Professor Stephen Hawking has died at the age of 76.	0
189	704055843076096000	What In the hell am I gonna do for my 23rd ( I'm turning into a big woman 󾍁)	1
190	1029066495085686784	Y’all mind if I order a grilled cheese for lunch like I’m 10 years old then stream Fortnite and World of Warcraft until my fingers fall off?Any objections?	0
191	720243340243968000	Mariah Carey's legendary album The Emancipation of Mimi turns 11 years old today https://t.co/8aXl6A8jB9	0
192	964610515040223232	@kailaaarae Dude I turn 21 during our trip to Vegas next month and I’m almost 6 months pregnant! How terrible is that!! But when I do give birth it’s your bday like a month after so we going out Nd partying to celebrate both our birthdays!!!!	1
193	1135176676307066881	Chef Leah Chase, civil rights activist and legendary 'Queen of Creole Cuisine,' dies at age 96https://t.co/XNXOYlnl6C‼️Saddened2learn death of grand chef &amp; beautiful human spirit Leah Chase;she fed us body&amp;soul&amp;made her table/community:courageous,creative,wise NOLA’s best‼️	0
194	938548983877783552	I lost the braces but i still look 12 years old lmaO(if youve already been tagged my apologies!!) https://t.co/3lGzQNJzN1	0
195	703349955507961856	@TherealTaraji A bday/tribute video I edited of you awhile back that was for your 45th bday. Hope you like it :) https://t.co/1gmCmq9LZw …	0
196	873158359830155265	My son is begging for my Starbucks 😒😒 sorry but you are the reason i get it, you are not having coffee at 18 mo. Drink your milk child.	0
197	1144413227586994176	"the first and only kpop idol to win the ""Songwriter"" award was Hanbin. He was 22 years old 💗 #SongwriterHanbin https://t.co/mDybuNK66r"	0
198	619124768139288576	Seeing what's out there 🌼 Hi, I'm a 26 year old single mom and like the title says I'm looking to see what's out t… http://t.co/6fo3spvSKw	1
199	691179105405005824	Mister wanted Netti... bruh, she was even younger than 14yo Celie 🤔 sickos man	0
200	913877010254098434	I’ll be saying that when it’s your 50th birthday lol. You’re always gonna be my dad lmao. Hope it’s a good one! https://t.co/R7fo3VjD6h	0
201	798476241762447364	I have forced scammers to stand in queues for Rs 4000- Modi yesterday 94 years old Heeraben Modi 'stood' in bank queue today!Aah irony!	0
202	804966983116746752	If Orwell didn't exist, every white male broadsheet journalist over the age of 40 would need to invent him.	0
203	992045097989693442	@Krylluminati Make sure they KNOW It’s your 21st bday that day!!!!! Maybe they’ll go easy on ya 😂	0
204	602148681286955008	HARRY SOLO FOR MY 18TH BIRTHDAY PLEASE :( COULD SOMEONE GIVE? :(	1
205	683494988618022913	From a 31-nothing half-time lead the #alamobowl is now tied at 38 in the second overtime.  #lovecollegefootball	0
206	1151153777681895424	@mygtrivias @BTS_twt I'm 27 y/o and 5'1#MGMAVOTE #BTS @BTS_twt	1
207	329757655151304704	@_Borjaa oh cool wen do u turn 19?	0
208	1170368249713909761	Devon Benn with a big 29 yard rush!	0
209	1025236158513598464	I really lost my mom at 13 😕 mann it’s been a while .	0
210	708140687909371904	"This generation going to put an end to👰🏾💍marriage all y'all do is ""talk""😒smh y'all gonna be 56 yrs old talking about some yeah we talk😂"	0
211	5329146453	age 26, sex F, hair blond, eye hazel, cause of death Being to Sexy	1
212	743269701023850496	My 21st birthday can't come fast enough	1
213	1147678230599675905	@Jamesford66 we're so sorry to hear that, James. you definitely deserve better snooze. we think you'll love the Casper Wave as it's designed to help align your spine and support your body at 27 key points. check it out at https://t.co/HXqttS1xyv	0
214	568812780419198976	Wishing my (2nd) but best roomie a very happy 20th birthday! I'm so glad we became roomies, thank you… http://t.co/kRto2sxTR9	0
215	588130083983986688	i hope u make it to the day you're 28 years old http://t.co/ehi0VSTWUY	0
216	809031896210505728	@05Raavi @HJS_KJ @b_uh70 @HindusGetUnited @usha_omji Why no human rights for 79years old Hindu Saint Asaram Bapu Ji? #HinduSaintsAtTarget	0
217	950487564586283008	At 71, Trump is the oldest president ever elected to a first term. Facts about 1946, the year Trump's brain was formed: - Frank Sinatra released his debut album - bikinis were invented- people who fought in the Civil War were still alive	0
218	948712928378871808	I wish I was turning 21 this year 🙄	0
219	953389566030999552	I turn 22 tomorrow y’all. I expect nudes from all you motherfuckers	1
220	829070829518348288	Audi a1 sportback for my 25th feb #FebQueen	1
