	tweet_id	text	label
4433	960444613554245633	#MigrantRefugeePhotoStory #iamamigrant “Greek is easy to learn!”, says 10y/o Younes from #Iraq, who is going to school thanks to #IOMGreece and @eu_echo. View his story https://t.co/4LxKmR2XnR @iamamigrant @MigrantApp https://t.co/DWgD0rIKb6	0
7583	188590474737631234	Yyayyy its my birthday :))))))) 23 getting on abit now lol	1
869	754228687562649600	Literally only  2 of my friends got me birthday gifts, I guess when u turn 23 u shouldn't even expect a card... https://t.co/rgdOCUsLUL	1
2614	1048068097125634048	And the fact that she would’ve turned 18 today just makes it even sadder. https://t.co/OVynFd1e1a	0
6746	869253874963664899	My beautiful mommy and my beautiful baby girl. 66 years old and 6 months old today,… https://t.co/y5x9pzFG4j	0
1074	796908268161531905	I said I wanted to start a family at 23... I just had my princess yesterday.	0
147	664081286521159680	Check out this brilliant slomo shot of @AleixEspargaro's 2nd fall of the day in Turn 11. #2016StartsNow #MotoGP  https://t.co/l758FBKwMj	0
10581	608409562656440320	A 26 year old dude just choked when he found out Crosby was only 16 years old.	0
3877	878744859850440706	#Messi turns 30 years old today. Happy Birthday Leo, wish you all the best! 🔴⚫️🎁 https://t.co/jFievgCAcx	0
2563	853075006905102337	They say your best years are when you're the age 23 and 69..	0
10106	849940670597005314	happy birthday big 18 my bro @harvcadd ☝🏼️❤️ https://t.co/oHGHTwkl3Z	0
8756	587053482961698817	I should not always be this tired at the age of 20.. Lol	1
1926	1093695810045399040	@john28devlin i blocked you to be the bigger person because this isn’t your argument. you are 19 years old keep this up it’s embarrassing. just wait for the truth to blow up in your face kid	0
10543	612847799256756225	Happy birthday to Zach Clayton turning 15 today😍😍💎💯 I love you😘❤️ http://t.co/wwlDC3oUzJ	0
1665	1004055638425636864	I'm looking at 18 cm on my ruler and kubi 💀 https://t.co/okDOjlliGJ	0
4226	1002767330772860928	My little cousins and sister are 11/12 yrs old and they’re cussing like crazy. Wth????	0
7989	1000008355094646784	I'm 35 years old.I was so politics-adverse in my first 33 years that I never even registered to vote. Didn't even vote for Obama, because I didn't vote at all.I registered to vote in 2016 because I wanted tangible evidence that I rejected this man. So proud to vote for HRC.	1
9595	1134863995012300802	// If you're above the age of 18 and want to smut with people below that age, kindly consider to delete your account and get out of Twitter RP.Thank you.	0
4590	979748733868011520	FINALLY 12. https://t.co/UKvdVX48sV	1
5502	893805060806914052	It's around the age of 45 that you come to realize that the only reason you're getting out of bed is to make more money to get back into bed	0
390	919995206174494721	People are 23 years old and still acting like children.	0
792	758151958456741888	If you are under the age of 18, please don't follow me, i dont play with children	0
9302	1057319303882649600	@Unconquerable @mommamia1217 Why aren’t we automatically registered when we get a drivers license or ID or when we turn 18?	0
10908	1024346479530582018	I remember for my 20th birthday the nail lady did my nails too short and I cried for 2 days  😂😂	0
7543	510651063612219392	2 years ago, I was at my 21st. And thank goodness @BrittanyAWatts was taking care of me. Who knows what would have happened to me otherwise	1
1743	946507502983827456	@aaroncarter I want my first time seeing you to be in Grand Rapids Michigan. I missed you on my birthday. Feb. 15.	0
304	975877412247539712	@ManFRIDAY_ @BonkinJ @noribudge @SwearyGodmother Yep. I was an 11yo girl. I spent a lot of time in changing rooms with other 11yo girls. My two children were both 11yo girls. They had the same experiences. And a man thinks he knows better than us whether an 11yo girl would masturbate in public?	0
7944	481602691840212992	i may be more excited for @_Laun_ to turn 21 on Thursday than he is 😩😍 my baby growing up lol	0
4648	1107792648654340097	@LMcLachlan60 @JimSmith87 I started my own gig at 18.  Rented 58 acres that year. Used money I saved from high school job and bank. Did a cash flow by hand for bank	0
6203	645004766750228481	@TC_Dezpair Hey Paul my name is Venial, i am a 16 year old competitve Halo player out of Seattle,	1
9399	895216932370104321	Hoping to make the move to Arizona by the age of 30 #5yearplan #mortgage	1
799	883697842660954112	Happy 21st Birthday Mike! Hope it's a good one👍🏻 @mguessford9 https://t.co/U9rnm4nbdd	0
9068	958174582917226496	"PLEASE SHARE!#FL #MissingChild Alert for Michaela Graham, 14yo W/F, 5'4"", 100 lbs, BR hair/BR eyes, last seen in #Sebring, FL. Superficial cuts on L arm. May be w/ Elizabeth Wortman, 37yo W/F, 5'4"", BR hair/eyes, blue 4D sedan. Info? Call Sebring PD at 1-863-402-7200 or 911. https://t.co/3UoM8WwCA6"	0
1485	704883644725211139	when i was younger me n my momma had beef, 17 years old, kicked out on the streets 🎵😌	0
314	608600425902804993	I still melt when I hear Alejandro from Boyce Avenue sing because I'm a 12 year old girl.	1
4026	667584655554650112	#True Node is now (05h58m01s UT) culminating at 29°13'09.8'' #Virgo conjunct #mediumcoeli at Leningrad, SSR	0
7985	777525402696765440	Happy 32nd Birthday once again ^_^ Ki Ailes will always be by your side to support you ^ ^~ #HappySJKDay #송중기생일축하해 https://t.co/kGF2JEULGk	0
10684	837110268303921152	I still have the bottle of Moet that I got for my 21 birthday just chillin in my cabinet.	0
1303	583727659177222144	@Pizza_ForNiall is my 21st winner	0
6580	1032609022908788736	@lauramarano Laura, I love you so much! Today is my 17th birthday and it would make my day if you wished me a happy birthday! Thank you for always inspiring me queen!	1
8239	727524558966804480	Here's my favorite throwback! 💙 Happy 20th birthday ya filthy animal https://t.co/mDFTvhuybm	0
6870	971166826024456192	@ShaunKing getting youth engaged in civics is a great idea, but i’m skeptical of lowering the voting age. the prefrontal cortex of the brain (which is involved in processing consequence and rational decision making) isn’t fully developed until age 25 or so.	0
10871	805909865457733632	@EthanDolan i can't believe you guys will be 17 next week and I'll be 17 next year on aug 17 @graysondolan please follow me ilysm guys xoxo	1
836	1079991308645593089	I know this year’s gonna be good, mostly bc my ID says “age 21 in 2019” 🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉	1
3704	420658640177999872	This year @Oprah turns 60, @MichelleObama turns 50, and I turn 40. I'm sure my invite to Hawaii got lost in the mail. 😉 #bigbdayyear	1
355	805896541424775168	88% FINALLY! #ShadowhuntersSeason2 https://t.co/hCEIZk9cj0	0
4630	607783596972081152	I'm scared of turning 18, I don't know what college I wanna go to, what I wanna do with my life, I'm so scared  #confessionnight	1
6372	755625524282654721	21 days until my 21st birthday 😊😊😊	1
5563	568391655662981120	Happy 19th Birthday To Me. http://t.co/uKYsnCOzM8	1
6512	766685669783633920	Here it is! A very exciting single cask #Scotch #whisky indeed. 11 yo #Bruichladdich matured in a #Rioja wine cask. https://t.co/5BwVIv8msz	0
8159	754456165648592896	I have someone at 19 out of 20.... Y'all better step your game up!	0
9318	605583513455181824	@nickgonzales97 that was me! But I got my license 2 weeks after I turned 18. Lol	0
3508	587033667970535424	GIVEAWAY AT 50 FOLLOWERS RANKED: http://t.co/UNt5Bbween	0
8891	822630370264940544	I'm a 20 year old female who still doesn't know how to properly cut an onion 😑	1
4647	943585490934083585	I turn 18 in a month 😳	1
4366	779161999431176193	At 16 or even 21, nobody is worth stressing over. People come &amp; go. Move on and go find yourself, the world is yours. Life goes on.	0
7042	662274766993293312	GOOD MORNING HUBSTERS! GUESS WHAT? Tonight is our 10th anniversary party!!! Wahoo!	0
8625	929896344906551296	lol my 21st is coming up and everybody is hating so no one wants to do anything with me 😹😹	1
263	980140695775166465	You show me a 40 year old virgin and I'll show you him at age 12 in the middle of a grocery... https://t.co/KMgmm134kS	0
2011	702924745369653248	All this means is I'm still gonna watch Gundam, in my undies, come age 30	0
4026	849996393804681219	My Grammy is collect pension and I never see her work in all my 28 years. Major 🔑	1
9976	707785134334808064	Can't Wait For My 21st. #June7	1
3916	615013446325698561	Dallas Gentleman's club.... My B-Day starts at 12:00am!!! @DallasGentlemen	0
1755	796789158450724864	21 years old and for the first time in my life I just bought drink without being ID'd 😁😁👌🏼🎉	1
9739	1109081602158747652	"Perhaps the greatest free-kick specialist in the history of the game, Juninho Pernambucano: ""I used to dream about playing for Real Madrid, I can't deny it. I was 20 years old and I visited the Bernabeu and it made me want to play there."" 😍 https://t.co/iiWgyjo5xm"	0
3323	255963272220647424	SO ITS MY BIRTHDAY! ALL I WANT IS A PS3 AND A 24 PACK OF CORONA! THANKS	0
8414	847162757875191810	@prophiphop I'm 28 and could be getting a 10yo stepson soon. Advice?	1
9792	1176684457945915392	SP Sandy Alcantara is finishing off his first full season with one more scheduled start (Sunday) pushing 200 IP. Just 24 years old and finishing strong. He would seem to be the favorite to pitch for Miami Opening Day 2020.	0
5056	1057489107159539718	If I could I would have my air at 60 all the time.  I’m always so hot 😭	0
9720	976066629875486720	naked girls age of 15 nepali girl fucked https://t.co/bmNvOyy2C3	0
3140	775981124065472513	#TupacShakur’s mother, Afeni Shakur Davis, dies age 69... https://t.co/gBlxsSGKXf	0
3677	834041176403632130	Okay. It's my birthday. I'm 19 and it doesn't even feel like it.	1
6370	1135542536251039744	Introducing my 28th &amp; 29th Tattoo’s💉!!! #hadthistakenfriday📸 #juicytattoo🍒 #inkedguy🏆 #🌹🌹 #thisismytypeoftherapy❤️ #dunlapindiana https://t.co/u3LbKWUa4y	1
6402	709036411178057729	When you're almost 20 yrs old and you hang out with a 12 yr old😂	1
281	721725356546355200	Thank you to thereallyrealelp and @killermike my 30th bday party had the live stream of Run the… https://t.co/b9TzyBoFaF	0
2487	808805342092128256	Kinda cool that two of my favorite films of the year starred women over the age of 60. (KRISHA &amp; ELLE).	0
5933	1103406450104299529	These ‘Ultras’ who support @PSG_English , who did the ones over the age of 48 support when the club wasnt even invented?? #cantbuyhistory	0
740	779948139402911744	#21stbirthday https://t.co/5PFoHeLent	1
9945	797136291666259968	Vehicle accidents are the leading cause of death for children 1 to 13 years old [1]. Once CDC study found that, in o…https://t.co/adF8fIzGlB	0
4411	887541252694167553	Tryna get a tattoo for my 18th bday	1
10658	983700207161495552	Never got caught watching porn as a kid. In fact, my dad forced to me to watch it at age 12 so he'd have an 'easier' time molesting me.  🙄🙄🙄 https://t.co/zI71IyPQgu	0
595	838895465567555584	Bitch on snap said she just turned 20 and if a nigga don't have his own car &amp; crib plus no kids you can't even talk to her .... L O L	0
4398	798552952772427776	Want to give a shot out to my boy brazy on his 21st, happy birthday bro luv!!!!!!! @All_IDoIs_Tweet #21	0
3193	693218995873386496	@ggcramps nah George it proper cringes me out 😂😂😂 you ain't under the age of 13 please f*ck off! 😩😩😩😩	0
5533	929044599712165889	Ooouuuu happy bday to me 🤪big 17 #Favcousin❤️	1
7922	957652632885219329	Happy birthday again to @Big__Wormm ! Peep how she was wildin at 23 on our shirts and check for updates next year 💀 https://t.co/RRUHs2QRxq	0
6462	787035520534577153	Thank you to the University of Iowa for my 19th offer! 🐤🌽 See you soon Iowa City! https://t.co/liutr7uz4i	0
2895	911072814995664896	20 years of age ay, soon be dead🎈	1
9486	783946115091542016	@Thee_Cesar I turned 19 in September 😬	1
3119	882672192466567168	@caitlinwittich happy birthday babe hell yeah finally 21 hope you have the best birthday ever love you 😀❣️✨	0
7089	1177345485851549698	#BrownieHour  💬 Instagram will soon be blocking users under the age of 18 from seeing diet and cosmetic surgery advertisements. Due to the pressures from social media, Instagram thinks this is a good move. What are your thoughts? https://t.co/nFWgwSdEQs	0
9068	870075725658808320	@KenJennings the Children Book Author wt twisted mind thinks it’s funny 2trash &amp;mock 11Yrs old childCall his publisher Simon 1-800-223-2336 https://t.co/OFajFLKnva	0
6804	901504083973947392	Today's my little brothers 13th Birthday &amp; I asked him how it feels to be a teen &amp; he said he feels like Ip Man hahaha	0
9496	589473142315294720	@Harry_Styles Hi Harry, my 18th Birthday is in 2 days and I would be forever grateful if you could follow me. Thank you .x197,518	1
2375	609891708218814465	With his 1st @MLS start tonight, @alexzendejas8 will TIE the FCD record for youngest starter at 17 yrs, 126 days old. http://t.co/ygdtvAPjBI	0
4963	463553685130203137	Can y'all tell I have kankles? #softballproblems imma be looking cute in heels on my 21st bday. Heyyyy🙋 http://t.co/hbNl7EhMm0	1
1500	1148649430062632960	@Nicole_Cliffe I graduated, got married, had a baby and got divorced all by age 26. It was a whirlwind, and I'm glad it's behind me.	0
8348	809316433041756162	Two 20yo babies licking their pussies https://t.co/YTA9NM3WTF	0
8034	944796050920841216	one of the greatest thing to ever happen this year was father's day falling on my 18th and golden birthday that my dad and i had a joint celebration wee woo	1
7823	1000427127827673088	@amincartun Can buy own house at the age of 35 i think... if youre not married yet.. just sayinggggg....	0
2349	953756221391167488	Nationally, 77 home #fire fatalities reported January 7th - 13th, 2018. 77. 77 in 7 days. 11 deaths daily.Home #fire fatalities are preventable.Working alarms save lives. #STLCity residents, PLEASE call us for FREE smoke alarms/installation: (314) 289-1929 https://t.co/Rk2AjbbjF8	0
5785	696584014698823680	I washed all of my underwear and spread them out on my bed and sipped tea while looking at them it is 12:38 I am 21 years old	1
5253	725634963773788160	Today @ressieelizabeth celebrate our 26th wedding anniversary.... Honored by her faithfulness, tenacity to remain, and her love... #filled	0
3643	958099202378227717	Working my hardest to get first Friday at g5 back to how it was before...... so far I have over 10 birthday parties and 1 performer 🙏🏾🙏🏾🙏🏾	0
4088	514887848605282304	I may be the only person in this CrackerBarrel that is under the age of 50. I'm just getting a jump on my spinsterhood, guys. #roadtrip	0
3206	632209466042261504	@Cloeee_m well my sister and I are getting a tattoo together when I turn 18😛	1
8023	1010458147235024897	Smh seen that video if jr. has me in tears . People are dead ass evil. 15yrs old man .......wtf nobody deserves that.	0
5413	909372921415475200	## 9521 I'm 17 years old and have been with the same guy who is 15 for more than 2 years. got pregnant a few... https://t.co/kl1YhZ9R1h	1
8163	887703838333042688	Summer at 19. Drunk. Listening to Raekwon on the way to the beach.Summer at 39. Drunk. Listening to Raekwon at work.	1
4798	1021473122560684034	@LifesBeenHard &amp; i discussing our 23rd bday plans lol god bless our liver	1
6423	932672543781142528	I had waited until I turned 26 &amp; had aged out of FASFA’s definition of dependence to maximize aid (I left home at 17).	0
3681	751792358958784512	We turn 15 years old today, I think we are finally old enough to have an Instagram .. @Golfthesummit	0
7569	1105592319221354496	@brfootball Cristiano Ronaldo, at the age of 34, has just stepped up and scored a hat-trick when his team absolutely needed him. He really is an absolute monster of a player. We’re blessed as football fans to see this genius in action.	0
7563	1063373256516935680	@Iam_uniquelyliz @NIKIWINKSX I got married at the age of 22 and I met my husband on my way to work. So get a job and remove your mind from men. Concentrate on being a better person. Date on the base of love and pray to God for direction.	0
8139	955694822018478080	@heidibridget I don’t even like the food there. Just salad and bread n now I’ll add some wine just bc ur girl turning 21 https://t.co/i17Sljssoc	1
5713	759210138033086464	I turn 21 in six days in case anyone wants to buy me something 😄💁🏻	1
7595	603226277710016513	New revamp and free template (create your own banner easy) at 40 rts!!!!!!!!	0
8183	971303771195297794	21 next week whaaaat	1
3676	583804490127695872	@Q102Philly Please I'm begging you, It would be the greatest 16th birthday present ever 🙏🙏 #IWant5SOStixNowQ102 71	1
581	753347663135776768	@SamSwagRT what are you talking about you still listen to these bands all the time at age 22	0
5390	1046168426979295233	@Mandy_RN13 My mom at 72 still only has a small tuft of grey. Whereas I’m about 70% grey all over probably more like 80% now	0
8345	823288339142938624	I turn 20 tomorrow... I am not ready for this.	1
3566	880632828186243074	Lmfao me and Tasha hung out for the first time outside of work on my birthday (Dec. 28) and then we got matching tats (Jan. 13)	0
7767	957819462937403394	I got my heart broke at 17 that was way way back so all the niggas after that it was straight pay back😎	0
6366	851561186093150208	Open house on 4/9/2017 at 33 Soley St Boston, MA 02129 https://t.co/XWNd0UxYRI	0
4854	470083153340542977	No zipper or button left on your shorts, passed out in the back of the car =successful 21st birthday party @treybart12	0
990	733998965272776704	@MasterCyclonis1 well job well done! You look young. Of course it's easier at 17 than when you be an old grump.	0
5306	828480518035480576	Had to wait until matt turned 21 to let him watch greys episode 21 of season 11... emotional maturity is the basis of survival	0
5870	653417452647415808	@ewinters2014 you're 65 years old. I bet you're cuddling with a cat too.	0
1608	608576162793697280	16th Birthday Party Ideas http://t.co/tC1ZyFJIMP	1
4333	1123609707812458496	So,to all my friends it's my birthday 16 May and when you rock up at my house to come and wish me happy birthday, please be so kind to rock up with @bonang_m @houseofbng STRICTLY!!! Im getting old and i would like to do so in style with class and champagne darlingz!!! #HouseOfBNG	0
5203	796344343388913666	@MaureenUmehFox5 Yes, get him back on.  For the 1st time in my 52 years my mind is officially blown. https://t.co/k9D2nxXz4U	1
2753	640335885649600512	Colon is at 89 pitches and @Mets lead 7-0 everyone knows we need to rest the bullpen! If course he should pitch the 9th. Terry Collins.	0
4998	953019350453276672	Men really be 11 years old in the mental. For way too long.	0
2062	855040000530014208	my professor just told me he got married at 19 and it gave me anxiety to think about it	0
3087	475007793007960065	Turnin 22 tomorrow	1
6687	750443907029303297	One week till I turn 21 and get to see my BFF #lifeisgood	1
3450	738022065194684416	Students part of Rio Grande City crowd saluting #TxMelonStrikers1966 on golden bday of strike launch. #TxAFLCIO #1u https://t.co/jkpB5L6AID	0
6765	585726932572098560	See how four cults boys kill 12yrs old boy, too badhttp://t.co/z52X2jmF28	0
8185	978393046726397952	@DanicaPatrick 36 looks good on ya. I'm turning 36 end of July	1
2175	808630557504638976	Want to wish #PopeFrancis a happy 80th bday this Saturday? Send him a note (in English) at: PopeFrancis80@vatican.va #Pontifex80	0
8121	875339996135251968	@jayarevathi + our teachers. By the time I passed my 10th, teachers had become an object of ridicule. What's worse,… https://t.co/kwbWFLse3M	0
7432	872010309715841024	Until I turn 21 this money gone stay my ID fym😂💯💯	1
8823	872080658369310720	Screaming HAPPY 22ND BIRTHDAY LIL SIS ‼️🎉🎈🍻 Hope you've enjoyed your… https://t.co/vUPn5oxVAj	0
5627	875685104563228672	Happy sweet 16 birthday Nina❤️❌⭕️😘you'll always be my baby girl❤️ https://t.co/eQgl6m9Vjc	0
1879	757424759693074433	Can't believe I'm turning 18 in less than 5 months))):	1
5153	1009244405008609282	@loveable_liz05 @featjonghyun but some 18 y/o kid should not have to really apologize for a joke he made.	0
7820	483845663151898625	@carmeloanthony1hr remaining! Get ur bids in now still at 50$ only 1 bidder so far. These are 115$ pair of shoes. RT http://t.co/vi00vWs2Qy	0
1008	1007250684524130304	At 40 MPPs, this is the biggest official opposition caucus in 33 years. And it's 50-50 men-women. #ONpoli https://t.co/7J0mh8136O	0
2477	976978405647364096	i’m just so proud of @h_shambaugh22. just turned 18. working almost everyday. great grades. and on top of that going to college as a high school student. she is a true role model. you’re nephew and i love you so much. 💙💙	0
1676	1092876612163387392	@stayswithskz I want to cry. I turn 21 this year.	1
6015	979655790775750657	BREAKING #BLOOMFIELD House fire at 82 Ellsworth Drive. Started with a vehicle, extended to the house. Stay with #NBCCT for updates from the scene.	0
4696	808223993446678529	I think when you turn 48 you must leave FB We can't be liking your pics your children's pics and your grandchildren's pics Data is expensive	0
6811	1041876492345651202	Lio Rush was 12 years old when Bobby Lashley was shaving Vince McMahon’s head. #RAW	0
9998	1025493365888966656	"In my sad Christopher Robin script, Christopher Robin comes out to Pooh and Pooh replies, ""I bet you'll still be dressed like this at 34."" And he is. https://t.co/Wba5KIaeAi"	0
4055	1025185043403223040	happy second and golden birthday to my sweet baby girl. please stop growing so fast, my heart can’t take it. i love you so much and i hope mommy made today the best day ever! https://t.co/Bb9BNE1k2y	0
7830	713108980390879232	". @HeatherWatson92 looks happy after big 6-3 6-0 win over #Stephens @MiamiOpen ""It was a lot of fun!"" #BackTheBrits https://t.co/wFRa9ObTq0"	0
597	633935002825293824	Well the big 30 has arrived	1
2183	1144353695238434825	i’ve never felt more like a loser than i do at 21, i might not even graduate on time, i have no solid friend group, i never feel like i’m loved (always that i’m just bothering people) i...fuck man, i gotta be an adult for the rest of my life?	1
1612	1067774247987220481	Safaricom recently turned 18 years ,I wonder what we've been asking the poor child.@Safaricom_Care @SafaricomPLC #Twaweza https://t.co/kwTA6cgBiq	0
800	999392245009801217	high key wanna go to Mexico for my 21st😫😫😫	1
9691	776591961503301632	The club told me I'd get a free bottle on Sat for my bday if someone over 21 gets it for me but I'm the oldest from my gfs help meeeee 🙁	0
479	1021105307076956161	These beauties ❤️😍 Laura’s 30th party 🎊🎉 #100happydays #day23 #friends #faves #30thbirthday #love #blackdogballroom #blackdog #igersmcr @ Black Dog Ballroom NWS https://t.co/5lugn0i1GH	0
7756	1144248090427318273	Hate to tell ya, but you don’t know everything at 19-20 years old. I’m 29 and still don’t know everything. (Hard to believe I know)	1
4504	895482713079250944	Looks pretty good for being 79 years young. #GoPokes https://t.co/TBmYbA2qF7	0
502	718211748097077248	23 Years Old.	0
10639	494159940676632577	@GangstaKi Sloowww Down , who told you to turn 21 &amp; shit ! You grown now ?	0
2077	901867659502997506	1 week till my 21st 😄	1
651	749368392151359489	Even the thought of turning 30 makes me shiver	0
7093	817436899170258948	#25bDayWknd starts now! 🖤 https://t.co/oeQ2Nelfc2	1
5800	789731665916690432	When Justin Glogan robs people at the age of 21 🤗	0
785	542053307959615489	The other day for My boy 21st birthday http://t.co/BZiwaUGNcn	0
7283	463030001953411073	saw a girl, probs about 10 years old in costa with her mum today. she had a chocolate cooler. she added 4 sugars &amp; 4 sweeteners to it o.O	0
2217	997585808642240512	@TshinakahoBrown Quit or early retirement at 55 😷	0
4781	874002625074737154	37yo man in critical condition after head on collision on Sunbury Rd, Tullamarine about 9pm. @VictoriaPolice hoping to speak to witnesses.	0
641	738460241130598400	I know ya all get a kick out of my old modeling pics,I do too!Here was me barely at 21 years old… https://t.co/Z3VKuvgIEt	0
4833	1139538451286712320	She’s just 14 years old and Zintle has made the Western Province u16 girls rugby team. Zintle’s parents are unemployed and she doesn’t have rugby boots. But she has the heart and passion to love/play rugby. Zintle will be traveling to Joburg to play in the SA u16 girls rugby week https://t.co/591IhirRjA	0
