text	tweet_id	label
lately i’m constantly nervous , stressed, + afraid. what kinda crap is this	1221186612379443208	1
The technique can be helpful for people with: #anxiety, #depression, #chronicpain, #stress, #weightloss issues, other problems.	1201531588900769793	0
It shows that chronic psychological stress paralyzes feeling of "being happy" https://t.co/Zux8g4flQd"	1202024555235004416	0
I feel so alone, and just constantly stressed out	1196780343346552833	1
I wish I was smart so I didn’t have to constantly stress about my grades.	1190056678042980352	1
love being constantly depressed and stressed	1196225719250169856	1
Scales offer insight into chronic stress of fish, research finds (via @NewfusionApps #Science News) https://t.co/rJmLm7ck7d"	1204819984825929729	0
@ThiaBallerina she probably has chronic diarrhea from the stress of the last two weeks worth of fails.	1202768122299736065	0
i put my mental and emotional health before anything else, yet im constantly stressed .	1196633590475493381	1
I don’t have time to be constantly stressed I need some more considerate ppl around me	1206014242220118016	1
I am constantly stressed over nothing gg. I will ace this essay!!!	1216952363572965376	1
Tired of constantly being stressed about tomorrow, need to start just being grateful for today.	1203534987296833536	1
appreciation tweet to all my moots who are there constantly relieving my stress. i love you all sm. 😢💖	1182665230456893440	0
my life is a constant cycle of being stressed and spending money to cope, just to later be stressed over money	1197634418615234561	1
The parents of children with autism are in constant "high alert" which can cause major stress to their psyche https://t.co/hpazWDMBqu	1186532445174325248	0
@RebsterW @THEOFFICIALJP84 I really hope you get it resolved. It must be a constant stress and worry for you x	1220671134867304454	0
sick of the constant stress 😓	1189292967388995584	1
Bitches will constantly stress you out, but won't pop a perc w you. shits brazy	1232705814156259330	0
And I’m always seeing her birth time as a constant reminder to not stress about money 8:08	1202019075536441344	0
This is turning into chronic stress 🙄	1187763474635599874	0
ok but now work is full of constant and seemingly neverending projects so i can’t decide which is more stressful ???	1200674762231410688	0
“Things get bad for all of us, almost continually, and what we do under the constant stress reveals who/what we are.”	1218765044743311362	0
It’s almost as if....my chronic illnesses and to my stress/mental health/ability to sleep...ArE RElaTeD?¿	1182965466525908992	0
"The art of life lies in a constant readjustment to our surroundings." #stress	1215736347216039937	0
Or stress is taking over me🤔	1193476908392108032	0
This whole month has been a blur of constant stress and anxiety, but it’s finally starting to turn around. Little by little 🤩	1189232065314770945	0
@mdnij34 Pretty much constant pain in my shoulders from stress.	1237179913163223040	0
i’ve been getting migraines constantly n idk if thats j a stress thing or summin else hhhh	1234462540719165440	0
The stress of not knowing is excruciating. Hurry up friday arvo!!! #chronicillness #nowwhat #doctor #stressedout	1199738057257365504	0
REMINDER🚨: Burnout is a result of chronic stress. It doesn’t happen overnight.	1185084415057092608	0
literally been thinking about everything I have to do &amp; i’m tired of constantly being stressed tf out 🙃	1206816104082890752	1
a relationship should be effortless , you shouldn’t feel stressed all the time	1188550890850004992	0
It CAN happen my new diagnosis is Chronic Stress Disorder caused by High Conflict Family Court Corruption.	1202519943465574400	0
Back when I was pretty and not constantly breaking out from stress. 😌 #NewProfilePic https://t.co/qYkhQubsjo	1199475926171607040	0
@KetoAurelius It's all just bullshit to keep us constantly stressed and on edge anyway. It's deliberate.	1183830724002156544	0
Seven Toxic Effects Of  Stress Affects On Your Health Are you constantly feeling stressed?  Stress is something we https://t.co/pD5EpnFSAl	1182060418354860033	0
someone please let me know why i constantly have stress dreams about bears chasing me	1197605958962294784	0
I think the reason i have constant headaches is because i stress myself too much.	1218603081065226243	1
always im always suffering i live under constant stress	1199124490145456128	1
my skin has been weirdly clear lately and idk how the fuck because I am literally constant ball on stress and anxiety	1207180332090290177	1
@KrisShortland Then try and work for an organisation that has an F in it and constantly having to stress it isn’t an S re email address 🤣	1195481450780516352	0
I was constantly stressed, overthinking, and having  negative thoughts😣	1182988458731569152	1
Massachusetts schools closing. My hands ashy af from washing them constantly. I’m stressed.	1238225070889275397	0
I’ve been around people constantly since the 23rd and I’m stressed I need to lie in a dark room alone for 24 hours	1211223105873555456	1
omg u hairstyle looks like ur 50 with constant stress but u still look g👁👁d, how? https://t.co/UEUQSeFaaX	1189249403741245442	0
I have been in a constant state of straight fucking STRESS all of 2019	1180187410669297664	1
We’re getting to that time of the school year where my constant state of being is tired and stressed	1196531649002913792	0
I’m tired of living with earth signs they’re soo fucking annoyed and constantly stressed	1187804734041669632	1
"The Creative Chronic Life: Creative hobbies can reduce stress, distract from pain, provide a sense  https://t.co/3EkAxMp7xT	1187394890688290827	0
@theothercatrae This happened to me constantly in college!! I always had stress nightmares leading up to exams/presentations	1198903455139663872	0
I purposefully drink caffeine  because it keeps me constantly stressed and anxious which I use as motivation.	1211118488082714624	0
i’m constantly very stressed about the amount of hate that exists in the world	1191768141044617217	0
I hate that I constantly feel lost and like I’m running out of time. I’m only 18 and I’m stressed tf out.	1184004451239170048	1
Praying I dont have chronic pancreatitis or pancreatitis cancer lmao I'm genuinly stressed over this	1207111656876081152	0
@sydruthless @Joe_SBA You’re probably just in denial that your chronic pain comes from obesity-related joint stress.	1222242729293500418	0
"but that sustained chronic stress can be deadly" https://t.co/WSYFpygy3A"	1198338978165882881	0
I’ve never been so constantly fucking stressed in my whole career. I’m over it.	1205566986736025600	1
@tsukiforhoshi I hope everything can get better for you. You don't deserve to feel stressed so take all the time you need 💖	1221968353096544256	0
ah to be a poor 20 something constantly stressed about your living situation	1233569196920823810	0
My parents don’t understand the amount of stress I constantly have yet they still give me more shit to stress about 🙄	1179862474776043520	1
Anxious anxious anxious I'm constant stressed and anxious I feel so goddamn miserable fuck	1234867039438811138	1
I'm constantly stressed about my study and not actually studying at the same time.	1199969021355012101	1
People are more productive when not in a constant state of stress over personal finances. Who knew? https://t.co/xWqAWzvdoM"	1234372914604052481	0
@snapbackmeow I wish I had more time to read and wasn't constantly stressed. :(	1185312949738594304	1
my brain is absolute mush tonight work is just a near constant stress lately	1206707437182603265	1
Oh cool I've moved into the migraine phase of obsessing over smth so much I keep myself constantly stressed	1219354815614066689	1
Creating an "always on" culture during non-work time may lead to chronic stress &amp; emotional exhaustion.  https://t.co/veK729SqLb"	1192521820416724992	0
I must be chronically stressed... hey body, my body, cooperate please ;;;w;;;;	1189318059888205825	0
love love love being in a constant state of stress and not knowing if I’m good enough or doing everything I can 😉	1217722378194522113	1
@justinpitchuck @UniverCurious @MichaelGalanin The metal spikes are tapered and provide a constant stress on the rock until it breaks.	1207798692796747782	0
Living in a constant state of stress bc the DNC keeps meddling with their strong hand https://t.co/qT0j3R6CfW	1233379734379253762	0
Mxm can't ever forget these days tbh. Now I live a constantly stressed out life.  Where did the fun times go? 😂😂😂 https://t.co/MltAOGAWn1	1237092982387396608	1
I live in constant stress for my packages to be delivered in time and with no damage 🤢	1206538774697656321	0
I think I’m starting to get constant stomach pains because of stress. I need that vacation ASAP	1221294194364428288	0
@smith_valence @Bugs_Meany The argument equates abuse (not offense) that causes chronic stress with violence, unless I missed something	1183059615568793607	0
Americans CONSTANTLY stress me out 😷	1183880696437317632	1
I just don’t fucking understand the constant need to stress that it was 8. Do we not know what happened on 140930? For fuck’s sake.	1200285457457614849	0
I am constantly stressed!!!	1200170990745116676	1
I wish my life wasn’t constant stress and always hating myself	1202846464503877633	1
I’ve been chronically stressed for close to 6 years straight	1205743270527197184	1
So sick of being constantly stressed, new life pls	1202945889674891271	1
When nothing ever seems to go right your constantly stressed you just want one smooth day fucking mint! 👌🏻	1191238556850774019	0
my grades are terrible rn i’m UPSET. it’s the only thing in the back of my mind. ITS JUST A CONSTANT STRESS UGRHDJD	1191167777496809473	1
Despite my constant stress atm my skin is still lookin pretty solid https://t.co/rrBGjkaLMM	1185394948599713793	0
Do I actually hate my life or am I just constantly stressed that I’m poor?	1190644587062153216	0
How does the average person, who is under constant financial stress (by design), find time to research and discern fact v fiction?	1197653020235841536	0
@mdouganlpool @GuitarMoog Constant uncertainty, constant stress. Inflicted upon us by our own government."	1233059470319771648	0
Haven't been feeling happy recently. Constantly overwhelmed and stressed... sucks	1193578878083780610	1
My dog has me stressed the eff out. I am constantly a big ball of stress	1234218282410020865	1
ive just been wanting tk cry constantly all day snd im so stressed and so tired of this	1220951163689938945	1
It’s getting to the point where I am constantly stressed thinking about finished my degree and worrying about what job I’m going to get. Fml	1227319736603758592	1
dont worry im not having depression~ im just someone who is constantly expressing stress. i dont like to keep it alone	1189708670545719297	0
lmao the video production teacher expects way too much of me so i am constantly stressed out in this class	1221831469053566976	0
I hate being poor. I’m tired. it’s been a constant stress and struggle for 3 years when does it get batter?	1211334262063939584	1
Are my allergies acting up or am I starting to get sick because of the chronic stress? I guess I’ll find out soon https://t.co/yeIjSgRZVX	1187430907629600769	0
can harry just give us a hint like anything at all about when the album is coming im constantly stressed	1191019193489117184	1
the cause of my moodiness is my constant stress of possibly failing. #Capricorn https://t.co/dqVYvoGGfx https://t.co/YCjPMYawPf	1237298936441757697	0
Like personally, I don’t feel like not wanting to have to stress about money  all the time is asking for too much.	1198836850888073216	0
i hope they let me know about the job results tomorrow so i can either rejoice or cry rather than living in constant stress of not knowing	1238133828104777728	0
I have a constant battle with sadness and stress in my head	1206292361216765955	1
Why do I constantly stress about people who don’t do the same for me	1238236697634144263	1
I constantly watch videos about how deep the ocean is and this stressed me out. I canttttttt. https://t.co/PTHp6GLOoJ	1205446238738497536	0
Lmao my sun sign and moon signs inner monologue ! Constant struggle between stressing or taking the nap	1180231236570075136	0
im not gonna exhange my happiness and social life for constant anxiety and stress lmaooooo bye	1194271955219697665	0
How do rats find driving relaxing? 😂 Are we just chronically stressed because other people’s driving sucks? https://t.co/Gcw4ju1T8Y	1189826025321984000	0
i’m a triple threat, baby. chronically depressed, stressed, &amp; horny. fw me.	1201745237594513409	0
Always in a constant stage of stress or exhaustion lately. ☹️	1205467690258878464	0
All I ask for is constant reassurance, cuddles, affection. And (I cannot  stress this enough) attention 🙄	1190334464683118595	0
Tis the season to be ~constantly stressed out from familial obligations~ fa la la la la 🎄☃️🎁	1198973961717141504	0
@InspiringU2 Not living with constant, unrelenting stress.	1183038365215666176	0
Is anyone else just constantly anxious and stressed? I just keep thinking there’s something I am supposed to be doing but forgetting?? 😨	1189023513908260866	1
No bro, YOU live in a society, I live in a constant state of depression, anxiety, and stress.	1191938757441806336	1
I blame academia for the chronic pain and illness I have. All induced by the stress.	1182191536768839683	0
watching magnum bullets and run on repeat this is how im facing chronic stress rn lmao	1233656050198499328	1
@jonj82 I literally love it so much but it also made me realize My body is in constant pain and stress 😂	1217332376507805697	0
@Spireship I now have the first chronic pain of my life (for the past 2+ years). I know it’s stress-related.	1197788477938528256	0
I must be constantly stressed! https://t.co/L3F0XXRki0	1187642347485569025	1
@tsukasaslilfang literally same except i constantly think i’m failing and have too much stress crushing me for my age	1236826110064648193	0
@JARG_Official Having my points constantly strawmanned and misconstrued doesn't help, it's just more and more stress.	1234583251739664384	0
at this point im just living in a constant state of stress because i have to revise for my finals but i don't have the motivation to do so	1218275623271116802	1
anyone else feel like your personality is so different when you’re not constantly stressed?? i wish i could always be this version of myself	1199765620486811653	0
I've been feeling less stressed since I left YouTube. It's nice not to feel stressed all the time.	1198074401264033794	0
This uncontrollable puppy needs constant attention. I am so stressed that I could cry. https://t.co/vsfhaW6eTZ	1180255276810866695	0
I may or may not be under constant stress but just choose not to acknowledge it	1202330947435274240	1
ive never been constantly stress for two weeks straight im tired. Im honestly so tired.	1198220876384104449	1
Family in 'constant state of stress' awaiting new autism program https://t.co/wpovnDIYLw https://t.co/MflNjz4HFS	1225208995385733120	0
We Are What We Think: Downregulating the Chronic Stress Response with Technology-Assisted Mindfulness Meditation https://t.co/72L2q7tRsL	1234282496704925696	0
I am constantly stressed about tour not happening. I have no time to think about studying	1237434398787743744	1
i constantly feel like i’m dissociating from how tired i am 💦 stress really makes it hard to sleep	1196277362951737344	0
Adulthood is a scam, im just a constant ball of stress, back pain, and anxiety 😅	1235756847329611776	1
Why you need magnesium if you’re constantly stressed or anxious – https://t.co/GgQmmkIhZP https://t.co/SRyunLwaTZ	1221495394791776256	0
@SiegeTheDay123 @DrDavidDuke Time to see how an obese chronically stressed boomer who lives off McDonalds fares with corona.	1238204917443149830	0
Even if I do find a good partner who meets all my standards... I'll constantly be stressed that he'll find out I've been acting all along!	1225729269143203841	0
girl in my class: my constant state is stressed tutor: mine is confused"	1237249747456372738	0
I might not survive the next 3 weeks if this constant fucking stress wont stop	1199927293008924673	1
I have tinnitus. I’m wondering if it could be stress related, if so I’ll just add it to my ever growing list of chronic stress symptoms.	1187283762599596032	0
Same, I had never reach the constant stress levels I have right now :’) #renewannewithane https://t.co/7p2k2T0vMP	1217248115159420929	1
maybe it’s bcs my constant level of stress just keeps rising n rising man	1180190990516269057	1
context: i have rlly bad body image issues to the point that not wearing a hoodie constantly makes me rlly stressed and anxious	1217321640649994240	0
Dude people are on EDGE today and it’s been nothing but constant issues and stress...end me	1219670825470701578	0
i envy people who will always be comfortable with money. i am constantly stressed about whether I have enough money for this or that	1221954022849929216	1
Personally.. I think me and @Gina_Pattison need to start smoking or sumit. Constant stress help us sweet jesus 🙏🥰🤲🤨	1202946379573841920	1
I’ll Cut Anybody Off That Constantly Try To Bring Stress, Idc Who You Are	1193551419435094019	0
#SelfCare In a World of #Anxiety And Chronic Stress https://t.co/pQAob3OntT #mindfulness	1195775290070450176	0
I do not understand why we are constantly concerned about stressed out kids and then give them things that stress them out. #hspt	1197611414141181961	0
I don't know why my parents constantly say I don't have a reason to be stressed or tired	1207123142474444800	0
In constantly stressed	1187365117090062336	1
Structural and Functional Rescue of Chronic Metabolically Stressed Optic Nerves through Respiration https://t.co/UjSQ2epChx	1191521835827048448	0
Hearing people near you giggle constantly is so stress inducing	1185235382696316929	0
Sick of constant worry n stress man 😖 can I just disappear pls thanks	1190394218264571904	1
Until it’s Friday night, my constant state is stressed.	1237390381471293440	0
@konarneme My life is constant stress	1181333263794806784	1
https://t.co/QSO7DORuXJ Effect of curcumin on corticotropin-releasing factor mRNA expression in brain regions of chronic stress-exposed rats	1195962877712175104	0
@nekongi If I wouldn't feel so uncomfy and constantly stressed while driving, that would be nice but :(( That never changed really.	1191425959788007425	1
@tyisadinosaur I wouldn’t say panic attacks but constantly worried and stressed yes	1207162914928578560	1
what does it feel like to not be stressed out all the time? asking for a friend!	1194505367482519552	0
Imagine constantly ha omg a headache thinking your just stress but... https://t.co/H3jHFLJj8u	1205857748090523650	0
I wouldn’t be surprised if I became chronically ill from the amount of stress I feel daily	1234671847200833544	1
i cannot tell if she is constantly stressed out or if she hates me or if she’s just incredibly weird	1202802567874535425	0
A Tensegrity structure, held together by constant stress and tension, just like me! https://t.co/mKjM5a5SVb	1215741770455113728	0
@MinosMistress Im constantly being stressed over real life, how my country is going to sh!t etc so yeah 😅	1220760521592406016	1
Just love having a chronic illness that is exacerbated by stress cos now my back is spasming in the middle of the street 👍	1199702811019231232	0
Man i constantly be having to remind my business partner not to overwhelm hisself and not get stressed out this nigga act like a girl 😒	1236889597914820608	0
@lilprizmq or unless they constantly try and stress it and make 500 different genders that kinda annoying	1204978842764546048	0
@whalienspiper Constantly stressed	1221908225777377286	1
@y2kghoul Ngl It constantly causes me stress that the Undertale parody of this song has more views than the original https://t.co/vZZRpwyDyx	1182077643749052417	0
ahhh why AM I CONSTANTLY STRESSED	1234595465842216960	1
thats why i feel stressed all the time https://t.co/c5i8sT82So	1189100425191948289	1
Every time I start to relax I cry so like what am I supposed to do? Be constantly stressed out and die early from heart failure I guess	1220913479902801920	0
im constantly stressed i hate this	1205861494266761216	1
if it’s not one problem comes easily another i swear there’s like a constant little flag of stress in my head Always	1192947515915751427	0
Currently going through a constant cycle of stress and anxiety	1188848366559596546	1
Yeah, but also, am i constantly stressed that my art isn't photorealistic? Also yes https://t.co/v7dUKKEFBM	1220446031319576576	0
Can’t be nervous about a date if you are constantly stressed about your job. https://t.co/rB1EbI20En	1196616038168846336	0
@tropikaile Constantly under the stress of work	1182507412785229825	0
@ticklespark Life has most people constantly stressed and frustrated	1204753776457998336	0
It makes me feel less of a constant stress ball	1204861281477562368	1
i’m so tired of being constantly sad and stressed lmfao.	1236011118470062080	1
my body is in a constant state of stress whether or not i think i am	1232738785101778950	0
i had no clue i'd be diabetic and i just assumed that the constant fatigue was due to the stress that i was under	1221156754647650306	0
I suddenly want yum yum........ blaming my constant state of stress on this random craving	1237892876102545410	0
MY BRAIN IS NOT WIRED FOR THIS CONSTANT STRESS	1216777852709982212	1
My eye twitching constantly is def my body’s most annoying way of telling me I’m stressed	1191415625257816066	0
my life is constant stress with peaks of severe stress from time to time	1188007876222246912	1
@Ms_Breee I'd rather be in constant stress than to think everything is chill and get smacked in the face with immediate intense stress.	1181960628979716096	0
living in constant fear that everyone around me has Corona virus... stress doesn't help my sickness!!!	1238424604793663488	0
@Sjbrophy In the ways that matter, I am. But a secure home will always be out of my reach it seems. So there's constant stress.	1219384072767787008	1
I now fully understand why my friends who’re management are in a constant state of stress.	1224867350815690755	0
Hooray for slight headaches, constant stress, hand pains, and feelings of not being good enough yeahhhhhhh	1233499190707261441	0
i guess when you’re constantly stressed time isn’t a real thing anymore	1194689745030434816	0
Oh boy classes have started back up for me. Time to have little to no free time and be constantly stressed	1216751481606627329	1
i know her PR person is constantly stressed 🥴	1184186302973009920	0
I’m constantly stressed about money	1201628224574369792	0
@vampireahoge Constant. Constant stress. That is what he is.	1235693869746073601	0
@kimhyun they call everyone who doesn’t talk about the other members constantly anti’s, don’t stress it we all know you love them all	1204986558744535040	0
i mean, i’ve got it goin on anyway, but imagine if i wasn’t constantly stressed out between work and school. the POTENTIAL	1190802604634316801	1
@jeshGio The constant state of stress isn't helping anyone's immune system, sadly.	1238055224956289025	0
I mean, this is why I constantly stress that people can ask me to back off &amp; I won't be offended.	1236040246682251265	0
At this point I'm just in a constant stress	1224743421732179968	1
@miklthespikl Constant stress/anxiety	1191804218316935168	0
https://t.co/Ily1uQzkTd Mesolimbic dopamine system and its modulation by vitamin D in a chronic mild stress model of depression in the rat	1195816817509441538	0
The biggest L rn is that my OCD about germs is acting the fuck up and I’m constantly stressed and stress comprises the immune system I-	1238280575166840832	1
Why do I constantly stress myself over a shitty store that’s gonna be so quick to replace me once I quit ???	1200513721262428160	0
My blood pressure was 148/92 because I constantly stress on what to eat smh	1181407710157398016	1
how do i let go of this feeling of constant stress and burden?	1202796574159458310	1
Soooo mad I lost myself because of all the constant stress I use to have. God bless I’m only stressed never now and I’m back to being me :)	1233184858517786625	0
@skekteksfurby Yes! The CGI made Buck look constantly stressed.	1234583455943385088	0
Remember when I constantly compared my stress levels to Wonho running out of ice cream? #ForMonstaX7 #사이버_폭력을_멈춰주세요 https://t.co/RmQeIwGB24"	1193603831948427264	0
goodnight i hate living in constant stress but tomorrow will be better	1187242924934696961	1
I want to get away for a week. I’m constantly feeling stressed 😭	1224764669287682048	1
what am i if not constantly stressed out	1206696563139129345	1
ok idk who needs to hear this but: YOU DO NOT NEED TO ENDURE CONSTANT STRESS TO BE PRODUCTIVE AND SUCCESSFUL!!	1224779063354511360	0
Finally closed a chapter of my life that constantly stressed me out. ✌🏻😛	1233170353578483712	0
The only plus side to constantly being stressed out lately is that I’m not eating anything	1180254062744223745	1
me, acting like a 12-year-old when reading a paper that abbreviates Chronic Unpredictable Mild Stress https://t.co/oxKoxKEjVl	1199843787209609216	0
ever since i learned that being poor causes health probs, all i’ve been doing is stressing about how i’m in a constant state of stress 😩	1180167239372115970	1
I keep telling myself that the tears, anxiety attacks and constant stress will all be worth it in the end, I know it.	1194673813352415232	0
stress is taking over my life love that for me	1186307100655403009	0
#TheMandalorian should be called 'Constant Stress About Baby Yoda'. https://t.co/EMng5Nt6s9	1206392041439145984	0
"Folic acid ameliorates depression-like behaviour in a rat model of chronic unpredictable mild stress" https://t.co/VSZZcf4cwP	1220618278797828097	0
@TonyBakercomedy Man bro nothing but constant stress. Seriously thinking about refinancing!	1190837365675159552	0
The only thing constant in my life is stress	1221168943009759232	1
My eye is twitching, I have entered the phase of constant stress once again	1237373087840116737	1
thinking about harry constantly on his phone but on that eroda account omg IM STRESSED	1200770983994355713	0
#heweb19 #TEA8 "Acute survival stress is good. Chronic misdirected stress is NOT good."	1184137093129347072	0
Daily and chronic stress affects your entire being: https://t.co/LTHXISol0E https://t.co/9GbKe4XNjI	1210731092333871104	0
Fractured &amp; worn-down teeth are indicators of serious chronic psychological stress &amp; pathology in captive #blackfish https://t.co/Z7ygHjUOe9	1218481494479396866	0
What’s with my constant stress and inconvience in the moments of my achievements?	1206637354951348227	0
Is a Welsh rugby supporter a real supporter if they’re not in a constant state of anxiety and stress? #gutted #RWC2019 #walesvsouthafrica	1188419857814962176	0
Like I know it ended but it wasn't satisfying in any way so its like it never ended and I'm trapped in a constant cycle of stress over it	1233644997443899393	1
Effect of Beta-Blockade on the Expression of Regulatory MicroRNA after Severe Trauma and Chronic Stress. https://t.co/Uk6lICHo0r	1190697971454627845	0
Scales offer insight into chronic stress of fish, University of Guelph research finds https://t.co/gNlsFW3mD4 https://t.co/GLvCY4kVs3	1204805367345143809	0
I’m finally existing without the constant feeling of stress and anxiety for the first time in a while and it feels so amazing wow	1194484967826493440	0
@nickfromaz If i go to school constant next 2 months i can graduate an get into college 4 free. but its a lot of work an im stressed as is	1184739928451796992	1
none of us can find ourselves relaxing for break cause we’re all programmed to be in a constant state of stress	1199461959629864960	0
*in a constant state of immeasurable stress and anxiety*  Surely this ~iced coffee~ will make matters better"	1187409916027461634	1
@thatguyahmed Parker pulls this shit with me CONSTANTLY. Get a dog they said, it’ll be great for stress relief they said.	1193222405499564032	0
In a constant state of stress lol	1184631386281594880	0
I constantly feel like there’s a competition of ‘who’s working the most’ or ‘who’s more tired the most’ or ‘I’m more stressed than you’	1198695065239138305	0
real wish i was dead so i didn't have to deal with constant feelings of anxiety and stress over literally everything	1201896637775437825	1
@TheSphereHunter Been going through this break up for the last couple of weeks :/ feeling constant stress and anxiety everyday..	1234865717171884038	1
Working constantly, hardly giving you any free time. Down to a single day off that they don’t even want me to have. Stressed.	1189153067243069440	0
Im chillin smokin chronic while you choking on stress	1202098159402569728	0
Living under the constant stress that Taehyung could go live while my ass is stuck at work https://t.co/T6EEWJw4IF	1236990097926561792	0
I am constantly stressed I really wonder what it's like to go for just a day to fully relax	1237823203738710016	1
Also i mean i’ve been constantly stressed for like long periods of time so idk man that might be not helpful either.	1234359744321605632	1
Everything and everyone around me brings me constant stress I just want to be alone	1225914391046033409	1
oh god I’m so tired but Sad Night turned into every chronic illness flare from stress time and I’m just https://t.co/qkGNnzWmjh	1203515013505470466	0
i constantly wonder why my face won’t clear up while crying multiple times daily because of how stressed i am.	1202135814211325953	0
Excerpt: ... it finds that the constant stress of being poor seems to most interrupt the way their minds work. https://t.co/bpUepfHvpU	1188929982527000577	0
I constantly need to remind myself to eat cause I either get too stressed or busy to do so	1186514200027262976	0
he optimal diameter a vessel must possess to have a sustainable constant shearing stress along said vessel's wall https://t.co/pfU2dH1HoD	1211355947534290949	0
Been having CONSTANT stress dreams all month about getting sick and it's really making me paranoid	1189670839450402816	1
i have a constant stomachache from all the school stress when i inevitably get an ulcer i am suing these bastards for all they're worth	1185285022854668289	0
#Exercise is a great way to combat chronic stress in your life. #healthyliving  https://t.co/AzirBoVyn8 https://t.co/igY7OWV5eH	1200184945374846976	0
stress is taking over me😊😊	1191803370396438528	0
It’s sooo difficult to switch off from work especially when you’re self employed, constant worry and stress😩	1218851554318483456	0
#Millennial #burnout is a state of chronic #stress that leads to physical and emotional #exhaustion https://t.co/Mra8xl4ytz	1191279333626638337	0
11 pounds in a week, I’ve lost 11 fucking pounds being constantly sad &amp; stressed.	1182016044329848832	1
I constantly have headaches even if i am not stressed 😭😭😭💔 i don't know if i should be worried or what https://t.co/M9Owya2Qns	1189218749020278786	0
It’s so unhealthy to constantly stress about my job	1196617269029138433	1
I'm no doctor, but I am pretty sure that most of y'all that constantly make claims about anxiety are the cause of your own stress and worry.	1225388890028158976	0
I’m constantly stressed and I hate it	1188891430472867840	1
ejogs are ez pz if you're just constantly stressed and otherwise dead fucking tired	1236139423194140673	0
Dissecting connections between chronic stress, inflammation and depression #health #feedly https://t.co/Vb2T38snBE	1199099196097347586	0
I hate that I’m constantly stressed	1237139625103122432	1
I am constantly so stressed that I don’t even recognize that I am stressed.	1196435366787592193	1
I am so tired of feeling tired and stressed all the time	1225510534675652611	1
