SMM4H2022nAYZ3hTd7VxYMKZC	"rt @USER___: finding out i'm allergic to fluoxetine was a bit of a shock tho. mind, only someone from yorkshire could be actually allergic '"
SMM4H2022pJ8eplYSKrDUKhBg	i took 11 pills of geodon i was rushed to the hospital they had to stick a tube up my nose ugh never again i feel so bad today withdrawals.
SMM4H2022VlNSwqfn2B6lekK9	so the geodon is what made me so frickin hungry all the time cause i've eaten very little these past few days.
SMM4H2022q1fnCS4S7ckk1qUv	@USER___________ it was explained to me that all the anti-tnfs can bring out other issues. i had severe joint pain on humira &amp; remicaid
SMM4H2022uycEAFWkndlu2r3e	@USER__________ @USER____ i feel your pain :(  just got 1st #fistula urgh ! humira worked for me for just 3months then got painful reactions
SMM4H2022LCONWDHIHZaerIEz	The day after Humira used to be a great one, full of energy, low pain. After a month, it is now a fatigue filled achy day. #rheum
SMM4H20220Fn1PRrRkP70pjI5	"rt @USER___: the day after humira used to be a great one, full of energy, low pain. after a month, it is now a fatigue filled achy day. #rh'"
SMM4H2022XbBn71ec15IlmpA6	humira + thioguanine + preds = me have no immune lol.. thankgod i on anti biotics for a bit... then preds drop off #crohns
SMM4H2022Bi2Q3tParwQAMrQw	anyone have nerve damage symptoms (ms like) from enbrel or humira? #rheum
SMM4H20222nZuTHzcSXK4tHEI	"well. i abruptly stopped taking lamotrigine (lamictal), and that is why i am having the pain and weakness. possible seizure. oops."
SMM4H2022WPMAm8luy2rAnnkt	So while I'm letting the thoughts of Lamictal/fatal rashes/tonsillectomy/spinal tap settle, I'm going to go rescue a budgie.
SMM4H202223uXsizc5NBoDgvf	oh... oh my hair is... definitely falling out. ._. i just noticed it starting tonight. google tells me other people on lamictal have this.
SMM4H2022DZZGRzJU8WWUg9Fk	"@USER________ it's called lamotrigine, i'm pretty sure the mix of them both is making me sick. i don't think bipolar &amp; add mix very well.."
SMM4H2022to1NDtQK9OtX5hbL	what is this weird feeling i've been having all day? i've felt depressed yet oddly happy. this is the second day of bid #lamotrigine
SMM4H20224RFxlkutkRb6Rr0v	@USER___ didnt know Lamotrigine was addictive Stopped as didnt think were helping @USER________ 3 days of hell before realized, back on now
SMM4H2022wM2cmNxhBwLShHOr	"@USER__________ i feel your pain, im allergic to penicillin, ammoxicillin, levaquin, doxycycline. it sucks"
SMM4H2022zwCw5i9D4QwcpoJB	"@USER_____ nicotine lozenges. if i go cold turkey i can't think (or see) straight, so i can't work."
SMM4H2022RpwkbQu6C4iXgfED	he said he is 'slowly dying of starvation'. i don't want to be the one to say stop taking the aricept and namenda...
SMM4H2022TOpE89MiTeVZO5vc	@USER______ coz olanzapine increases hunger strains u all day dosile unless u get up when ur accilies still wud n coffee 5am fog frost
SMM4H2022nT2Q2V7WhOgsnPtn	@USER______ olanzapine is amazing srsly, the dreams are immense, no addiction, its gorgeous, like brave new world soma to me
SMM4H2022T285CGUbAztuICzu	olanzapine is supposed to make you a fat bastard i got off lucky. lithium makes my hand shake. bipolar or schizo drugs.
SMM4H2022txhtlGpbJiWfmpXF	"@USER______ that's the problem with most of them - side effects. i was on paxil after my mom died and ""it"" stopped working. fuck that."
SMM4H2022mGz22Q36Ay7iZyFM	"anemia, hormones, depression &amp; paxil are totally getting the best of me this morning. getting out of bed is haaard."
SMM4H2022XEeq5GabAipd8xoh	my creativity was blocked by lithium and prozac and wellbutrin and paxil and zoloft and effexor and lexapro and cymbalta and abilify-
SMM4H2022b7AKevauj96s00f5	the #zombieapocalypse will stem from paxil w/d symptoms. mark my words.
SMM4H2022uaeS5t9HRmRkv0HA	For anxiety to penetrate through my drowsy haze (a result of the triumvirate of fluoxetine, pregabalin, amoxicillin?) is pretty good going.
SMM4H2022Qo22ZzlKgHszxhmQ	@USER________ i came off pristiq in july last year. i still get brain zaps when tired. my genitals aren't numb now tho - swings/roundabouts
SMM4H20220SEypP61C1BmCZC3	@USER______ anxiety has been so high. But yeah, if your dosage is high its hard to come off. I had to detox from pristiq (its cousin drug)
SMM4H2022Oa6I8EtPkyDJd41n	anybody get involuntary facial spasms with prozac? mine is my right eye. does it go away or is time to try something else?
SMM4H2022NI5d1UHevv5Gy02R	@USER____ if i don't take my quetiapine i can stay awake for days!
SMM4H2022QAxE14vIZVwsF3QR	new meds have me out of it. i want therapy not doping up! i was highly functioning now have trouble standing! #quetiapine #bipolar
SMM4H2022D8UrISRBTtsFUR7I	-9.5lbs in 14 days. obvious now that i should have stopped the quetiapine a long long time ago before i got in this state
SMM4H20227Rn12JLGfr7YzqFT	extra quetiapine and two zopiclone still aren't helping me sleep. head full of broken biscuits at 4am with horrid intrusive thoughts
SMM4H20222xKrdNCWviBUA9Iy	(triggering) so... i'm taking quetiapine and tramadol pre-cutting. i'm allergic to tramadol...this should be interesting #selfharm
SMM4H2022benpjPl9VmEGvKI9	all i have done today is sleep. and i still need to sleep more. this is a welcome change. #quetiapine
SMM4H2022yO9PYUGtKH9L26Qa	"toothache. discovered that somewhere in the paracetamol, codeine, sertraline #quetiapine combination there is a bad mix. #hallucinating"
SMM4H20228boNxgDfjPD6Ck9v	"@USER_______ quetiapine made me eat all the sweets, the sour ones seem to help with the dry mouth"
SMM4H2022CGCQVPPRqdgWYdT0	@USER_________ Quetiapine perhaps gives most dramatic effect for single low dose. No, pts are not being lazy in bed 20 hours a day, asleep!
SMM4H2022K1pBLeXqKK6c9Kea	"rt @USER__________: since quetiapine's messed with my prolactin levels, making my boobs humungous &amp; my bras so expensive, i want a lingerie'"
SMM4H2022QDw0RUIGiiSF06Si	rivaroxaban diary day 8. left knee is much better. right knee still painful. back ache receding but suspect it will come back once in bed.
SMM4H2022mJE7B68NciZl6Ec3	08.15 day 13 Rivaroxaban diary. Lower back ache, neck ache, hips and knees ache, short of breath, (am asthmatic) taken 2paracetamol, to bed.
SMM4H2022ztEzLQkm4v7rc5Xy	13.24 day 15 rivaroxaban diary. atrocious backache despite having taken paracetamol an hour ago. gone back to bed.
SMM4H2022fE3HMexQbOOyry9r	"rivaroxaban diary day 25 muscle &amp; back pains were due to being on rvxbn for 10 days, on it + losartan for 8 days, + losartan only for 4 days"
SMM4H2022D8p9FUdZH4VNqDvl	@USER___________ is my memory really bad due to 900mg seroquel and 120mg cymbalta or the bipolar itself? i'm not remembering conversations
SMM4H2022qeMxbvH69elnrSxO	@USER_________ @USER________ I'm pretty lucid in all my dreams, and the Seroquel drowsiness carried over into the dream. LOLOL.
SMM4H2022bf8sD2fJDMAUkHoQ	i can only get about 7-8 hours of sleep on my own. but i got at least 16 hours with seroquel. i now see how people can get addicted.
SMM4H2022VCgadl0A1WwurEKR	maybe cos of the insulin blocking effect of seroquel but i do feel sugar crashes when eat fast carbs. will feel ill. so avoid where poss.
SMM4H2022OHXhXMEFXXeB5ckX	"trazodone isn't working. can't take seroquel at 430 am or i won't wake up until after 2 pm. stuck, painfully awake."
SMM4H2022EHC8K4XsHVygHMUn	why do i not remember going to bed or waking up (the answer: probably seroquel)
SMM4H2022LLbPKQqYcsYyYceo	i can't take this:( i thought having seroquel would make it easier but nope. my whole body feels like i have raw nerve endings going crazy
SMM4H2022dWRKt5ZNZcqhL3og	@USER________ and with seroquel i take half of a 25mg pill. and it knocks me out; i can sleep for 12 straight hours
SMM4H2022BeKCxEcFC6g1Yf7S	waitt..here it comes..the #seroquel is pulling me under..also i now have the sudden urge to procure food.. #fmlimugly
SMM4H2022OMnjRitKpo8qpeNJ	but i don't want to take an ambien or trazodone or anything because i dint wanna restart my dependence upon them
SMM4H2022VWLdzAhteSRi8nTA	i think it's bad i'm consistently in bed by 9 and asleep by 9:15. #trazodone
SMM4H2022ucQBccE7i5PwWhb1	"holy shit, that trazodone actually knocked me the fuck out and took me for a ride"
SMM4H2022BH7beYzUpJkRyFpx	"trazodone is fun because you get high, slowly fade into sleep, then wake up drunk as hell."
SMM4H2022eIJ54Zcr9Nca3JD7	"i wish xanax made me tired. i also wish ambien, trazodone, lorazepam, lunesta, and temazepam did too. #tolerance #fml"
SMM4H20223J3KkZVhEMca3bYB	trazodone has screwed up my sleep schedule. its helping tho.
SMM4H2022dulneTTVNOwSbAPl	@USER__________ it works otherwise. my pcp started me on trazodone before. i felt like i.had a frontal lobotomy the following day
SMM4H2022Uh7y5V22RVHTsXlc	My Philly dr prescribed me Trazodone,1pill made me so fkn sick, couldnt move 2day.Xtreme migraine, puke, shakes. Any1else get that react?
SMM4H2022iKOb7fTQc87fxthS	i went down to 100 mg of trazodone at night. the nightmares are gone but my insomnia got worse.
SMM4H2022EgnWPzzeZU2KWyKc	sick of feeling tired. fed up of meds not working. loads to do today &amp; no freaking motivation or energy #venlafaxine #day9
SMM4H20224b4uMAJCbrZyURvB	11 hours sleep and still i feel tired and dizzy #venlafaxine #day10
SMM4H2022lJa05ogltSExO4Jd	so it seems that  if i take #venlafaxine in am i am drowsy all day. if i take in pm i don't sleep well. go figure.  #day14
SMM4H2022g8QKcmebPc1oDvt6	feel crap every morning. wake up after another restless night and just want to cry. #venlafaxine #day16
SMM4H2022Qk1JPnuWRE3B5g4A	i low carb but have just eaten my body weight in freakin carbs! i only hope the carb cravings are because i'm coming off the #venlafaxine
SMM4H2022bkrj19PBcARmknPv	dreamt i was squirting acid at wood lice - i woke screaming when they came at me. i do hope the dreams are the #venlafaxine withdrawal.
SMM4H2022SwS4YelEVMuklFb0	@USER_________ i tried that going cold turkey on venlafaxine and depakote is not a good idea i dreamt colours and lost my fucking mind aghh!
SMM4H2022o7kegQpkLFULWVX8	high off tramadol and venlafaxine in school omg help i'm falling asleep here
SMM4H2022RSKvAYDJl8dwaIuq	holy shit no more xanax or risperidone. i will have withdrawals. still on viibryd but it's next. it makes me the sickest.
SMM4H2022WvedEsS1LDvasqyW	@USER___ VYVANSE GOT ME UP LIKE ZOMBIES.. XAN'S PUT ME DOWN, THEM BITCHES CALL ME ROMNEY.. THE WAY I STEADY CLOWN #txfreestyle #barrdout
SMM4H2022jCqj2okGd5TN8OHm	"@USER___________ yeah, i'm on vyvanse and sometimes i have to be reminded to eat because i just forget."
SMM4H2022mbTDmWYLFo7sRtRK	vyvanse make me so hyper and creative and i think of so many tweets
SMM4H2022YuW8f8FaAmgQSVTd	vyvanse = 5 lines of coke. can't. stop. moving.
SMM4H2022Oz4Ui95iikJ6A6ii	@USER_________ i felt drugged on ritalin. i love vyvanse. i can't tell i'm on it except for feeling better and calmer and more structured
SMM4H2022CNijOKiujM889zKU	when im tweaked off vyvanse  i cant go into my room...cuse if i look at my shoes ill lose focus of everything and just think bout them
SMM4H2022mw6oi18SKs3Efa2I	the come down on vyvanse kicks my ass every time
SMM4H2022sxTvQVz54AtfAPk5	thought of work is overwhelming me so much i feel like crying but can't because olanzapine has me trapped in a zombie state #strugglewithin
SMM4H2022GeA41Hjjzv1DS4lE	5hrs sleep last night but stayed awake today. lethargic &amp; low still. in bed &amp; can feel myself going hot &amp; cold :(  #venlafaxine #day7
SMM4H2022SGHHuKJriEkstZJb	@USER_________ q makes me hungry. olanzapine made me want to eat my own arm!
SMM4H2022E6s3ZSYAJmXlFOc0	Wellbutrin, Zyprexa, Xanax, Effexor, Lamotrigine, Valium. Every day. I'm not even a person anymore. I'm a parody of an actual human being.
SMM4H20226IQoqqYKTmEUbM8A	i'm going to try for sleep. real sleep. not that light bastard that #venlafaxine brings me.
SMM4H2022SViZRNF7h8tK7NJt	cannot decide whether to take meds today. the #venlafaxine is wiping me out like the #citalopram did. i can't function on them. #day11
SMM4H2022lGYAsqPsFh769cYN	after taking olanzapine i wake up and feel like i am in a straight jacket because my muscles feel stiff
SMM4H2022SLEqUomWLd15oEe1	another night of 'light' sleep. feel low. subdued. sad.  #venlafaxine #day12
SMM4H2022uKCKtFPRRhCxKquD	if i become high i will not increase the lamotrigine as this will fuel the sleep problems
SMM4H2022p43TLs5lPY0L3PsP	tonight i am taking my #venlafaxine in the evening in pursuit of better sleep and less tired daytimes. wish me luck.
SMM4H202252dACVASDA9kdjfv	over-eaten again just before bed. stuffed. good chance i will choke on my own vomit during sleep. i blame #olanzapine #timetochange #bipolar
SMM4H2022UQ0dETyqhj5QZBp8	ooooop. anyone know if amoxicillin and pregabalin have an interaction? never had one with fluoxetine and losartan... so dizzy!
SMM4H2022crHrK2qNiPTkoa8l	"husband said i was a little 'high' tonight so encouraged me to take 7.5mg of olanzapine. now feel really really really sleepy, zzzz...."
SMM4H2022Cos7EsH4952z381p	@USER_______ not getting any better here so dragging myself to gp. i'd rather be mad than comatose! hope ur doing ok #quetiapine
SMM4H2022em9D7vcTx57ysY1J	@USER_____ jus Gt bck myself, hes puT me on citalopram in addition 2 the quetiapine! Im a bit worried as citalopram has made me manic before
SMM4H2022qfOgv9ifWEP76eKV	RP McMurphy was right about the trazodone being my new favorite bed-buddy. RIP, melatonin dreams. You were getting too weird - even for me.
SMM4H2022UsugDFbDS0YHUztc	tearful this morning. desperately poor nights sleep. utterly fucked up by withdrawing so quickly from lamotrigine
SMM4H2022qBRUMmkAUYpgFJNU	joints killing me now i have gone back up on the lamotrigine. sick of side effects. sick of meds. want my own self back. knackered today
SMM4H2022VrhzcNa9dG607KoK	"me: why have i been sectioned, what psychotic symptoms do i have? psychiatrist: dancing.  i am now addicted to the antipsychotic olanzapine"
SMM4H2022f8J69GmzgANwsntm	coming off #quetiapine is harder than u think. nausea sickness hot and cold shivers twitching headache #bipolar #mentalhealth #medication
SMM4H2022DMwDP4573ynJ0KAP	"@USER____ attempts at lamotrigine withdrawal, commuting by train every day and being back at work in a new role"
SMM4H2022fmdLiGScAG2h1uEu	Round 2 trazodone. Please just put me to sleep, not make me into a zombie the whole next day.
SMM4H2022la9fA7fCchC09G4c	@USER_______ not addictive? 'ssri discontinuation syndrome.' i know someone who has been trying to come off venlafaxine for over two years &gt;
SMM4H2022OyLm6aAxpCuGYbmc	#trazodone is one hell of a sleeping pill. it also makes you feel incredibly high.
SMM4H20228SQzH96Fh6VXXWTP	i feel like a pile of shit #sick #cold #stomach reacting to some antibiotics. i will never again take #ciprofloxacin
SMM4H2022ML2qpJC5MECRmBcO	slept! really slept! i think i can assume from that that the venlafaxine is now nearly out of my system :))
SMM4H2022NsTYFsUdFWV9IRcJ	@USER____ I think I'm that too! Had rare breastmilk production on quetiapine, ultra rare hallucinations (not psychosis) on valproate.
SMM4H2022IbJsyI5SxGYDmQ52	@USER_________ i once had an allergic reaction to the anti-convulsant lamotrigine.  i got a rash all over my body that looked like burns.
SMM4H2022Y6gaJk1bYGl9Ktck	morning fluoxetine burp makes me want to ralph.
SMM4H2022Zyx8aITw9XPTq2DX	i love when my #trazodone kicks in after i've forgotten i've taken it. groggy tweets commence.
SMM4H2022Jnw3BLBdjuRfP7Fz	Please be careful when withdrawing from any anti deps, benzos and/or hypnotics. Venlafaxine was a bad choice for me and worse withdrawl.
SMM4H20227KTjU7spXUHtHLC7	@USER______ I keep telling myself 8 am, but I think the Trazodone fucks it up. :( It knocks me right out and won't let me wake up.
SMM4H2022fYpI7flCVarhg45r	can't sleep, but i'm afraid that the muscle tremors keep me awake even worse if i take promethazine in combination with fluoxetine...
SMM4H2022H4IsG7zJnBbjXjx3	little did i know that i would go through withdrawals when coming off of effexor xr. #antidepressants
SMM4H2022LCt1kA9OSmjjbXjA	@USER__________ take paxil then. no anxiety just happiness. but you et withdraws if you forget to take it.
SMM4H2022eWdHWyjD58MGochf	@USER_________ @USER_______ @USER____ @USER_____ ant take anti seizure meds or anti depressants and cymbalta and savella made me very sick:(
SMM4H2022jzz4sgK4lNUyl3mI	i reaaaallly need to take my paxil but it makes me feel so delirious and just messed up.
SMM4H2022xYKOrePtFK50BLeI	@USER___ @USER___________ oh that was only last night when i was delirious on quetiapine - you took advantage of the situation.
SMM4H2022peEFis1EK2zVGjtG	i'd rather be on the effexor that made me happy though i had severe back pain from it.. than sad and crying for no reason on lexapro....
SMM4H2022Fzb0wBdSzkULinux	@USER_____ need to switch bc def allergic to cymbalta :(
SMM4H2022CG0C1XlqHdGFZt02	has anyone ever had to take avelox?  i need some tricks to curb the nausea and help me with the hypotension.  #avelox #antibiotic #evil
SMM4H2022oqTFIvPgMq2qNwno	"@USER_____ bum.  i was worried about mania on them, but i think the biffiness is going to be worse, especially coupled with quetiapine."
SMM4H202223DXQE58ZWouYbQU	i can't decide if i should watch mind-numbing reality tv on netflix or abuse my prescription for trazodone and sleep for fifteen hours
SMM4H2022RRPo6ukUpAn334nG	narcotic, benzo, etc rx's arent the only meds addictive. if i miss a dose of wellbutrin or effexor, my hands shake crazy & i get brain zaps
SMM4H2022DSxYRwdHlt4CRXKV	@USER________ sometimes it never ends. So sorry. Topomax is miserable with parasthesia, cognitive problems, kidney stones. Lamictal's good
SMM4H202226aLT5ApjXCgax1i	@USER________ lamictal has a black box warning for rash? and they titrate you slowly. no side effects at all for me.  bad migraine today.
SMM4H20223CWv2JEBnGz0Bai1	i need help twitter. i was gradually coming off venlafaxine and now i'm completely off it i've been going though hell.
SMM4H2022XgHR7owclVoPiV0E	today was hard - arguing with a professional. was told seroquel doesn't make you put on weight - i and my extra 20kg beg to differ.
SMM4H2022tikvSt13ECmbtlge	@USER________ It's ok, I guess it's just a case of trial and error with antidepressants. Coming off venlafaxine has been so nasty :(
SMM4H2022MnDj4GvgNWdD8LDA	@USER______ i can't believe how long it takes to be symptom free from this shit #paxil
SMM4H2022UsQOREUBkMZlbbta	seroquel aka wake up at 2:30 and waste half your day sleeping.
SMM4H2022zmHe1GV0O4mNTk1H	took 25 pills of lamictal cause that shit will fuck you up. yo eyes are outta focus and you can't walk straight but your happy as hell.
SMM4H2022BTPhZAHRwGfIDXHV	@USER_____ i had a year on prozac which ruined my creativity too - my memory now is awful - pregabalin does it but it's worth it!!!
SMM4H2022OHvwxzXABnNPgNw4	"i hate #zoloft because it makes me crazy revved up but i also hate #lamictal because it gives me ""stupid head"". ah, bipolar i disorder ?"
SMM4H2022jfY4aDThAwMD1srm	@USER_____ i started out with lyrica but i could no longer afford it &amp; it made me bloated. tried cymbalta &amp; my heart was beating wicked fast
SMM4H2022TbAtd2AAkAnE1RSa	i am so tired right now. like i feel like i used to when i used to take seroquel and lithium. i haven't been this tired naturally ever
SMM4H2022QqJMFPK7Xu56YfD5	i eat my trazodone and go to bed; wake up in the morning with holes in my head
SMM4H2022B6CI5q0kQ2Dvjaay	@USER_______ sure is!  i no longer even own a car after being crippled by cipro (a bayer product!).  who needs a car when you can't walk!?
SMM4H2022bD08yjz8skq2ETbI	"@USER______ yeah, i couldn't function without sleep so i understand. with fluoxetine, im not sleeping as well, but still sleeping x"
SMM4H2022JO58fZKqgaIKsE6k	@USER_____ @USER_____ wow paxil sent me into a huge hypo manic mixed episode.
SMM4H2022ynObKHFE6C0WET6E	@USER_______ i take quetiapine and it's supposed to just relax me i end up falling asleep within 2 hours. my brain's always scattered haha
SMM4H2022oUZsg1dXBbQLJZZs	i do wonder of that achille's will ever recover fully from the cipro.
SMM4H2022PTBh5iZbI31xfF2W	"i feel like a drug addict taking seroquel every night.. but oh well, great sleep beats no sleep. except the shitty feeling when you wake up"
SMM4H2022zSQPD8e9xfSX4bvt	@USER_________ I'm in so much pain now... tendonitis, headaches, cognitive issues... I feel violated. #Cipro
SMM4H2022Z8Fvz33mgSrzCZcp	@USER__________ coming off the lamotrigine. it's not acceptable to be in pain most of the time. struggled to get out of the bath on sat
SMM4H2022E9JVOH0ABIlKbmPz	the drugs don't work!!! from fit to hobbling in a few days. off the pills but may need wks to recover &amp; be prone to ruptures #ciprofloxacin
SMM4H2022Cby2j3FfnXZQhi0b	@USER________ my mom is aged 72. she changed anti-depressants from aspen trazodone to zoloft. she has itchy scalp &amp; hairloss. could this be
SMM4H2022nFroSLt9PcIKzoNr	weird thing about paxil: feeling fully awake and energized and feeling completely tired and half-asleep at the same time.
SMM4H2022lszKypsFsuOs0dm2	#tysabri  really takes it out on me. spent most of the day sleeping.
SMM4H20220eQo57gjLeHjehJN	i wish everyone i loved wasn't addicted to nicotine.
SMM4H2022ysTnmwFd5gYXKuba	you guys are going to have to hear about my withdrawal from paxil. unfollow while you have the chance!!!  day one....
SMM4H2022i1DxrP98PelFDx31	the nicotine in chewing tobacco is a deadly poison and it kills your taste buds.
SMM4H2022Ew3S4cNAKmAOLvAS	nicotine is literally poison. but sometimes you gotta find out the hard way. #headache
SMM4H2022KnQdcQOmOHVWCNRf	the nicotine beast has me firmly gripped in it's gnarled yellow claw. #resistanceisfutile
SMM4H2022deP8Dwnzl2KeclJ6	"i shivering like mad , time to have nicotine . muahahhaha ."
SMM4H2022TNHhV7oQfNa3o1ya	@USER______ nicotine high lol i'm like fragile or s/t and it gets to me
SMM4H2022i9irLKtl5Qx7bHHb	what idiot named it prozac instead of sadvil
SMM4H2022jnEQaxaxUESnQ6CV	"@USER___________ count kum hai, can't avoid it being a nicotine addict. :/"
SMM4H2022EfYSGNZiQAY1UNo2	day seven off the baclofen and i've got cold sweats and constant insomnia... i'm running on fumes at this point.
SMM4H2022DPzCrH3NOe5X8MUY	i should just start taking my prozac again so i can stfu and go numb and maybe i won't cry anymore cos i'll be too fucking lifeless
SMM4H2022wUeY3YILI8vCR4n6	i'm crazy! gee i wonder why! thats it! i got a whole canister of seroquel xr! i'm going to start throwing them at higher educated people!
SMM4H2022VnNaGroPv4j9NKbD	@USER_______ i hate to hear that.  taking seroquel is like swallowing a sleeping pill when u wake up then trying to function normally
SMM4H20221VfhJqIiaOAmBkiU	took a percocet for my tooth. feel like i'm about to die cause of the prozac thats already in my system. apparently you can't take both. fml
SMM4H2022elVsVPqcXorKuNMq	Not that anyone noticed, but my #ambienwithdrawl only lasted a few days. Why? Because I got another scrip. I need it while I'm on Levaquin.
SMM4H2022hkeHIUGElMp4GJ3q	@USER______ please advise if you know of levaquin toxicity/adverse reactions. i am a 4+ year sufferer and chronic pain every day=can u help
SMM4H2022QDVilisNO9fplXdS	"ran on an antibiotic this morning (having missed 4 days) and my legs ache like hell, not jsut the soft tissue either. levofloxacin is awful!"
SMM4H2022OqJXgOxq3iLHJ7eV	paxil made me suicidally depressed to the point where a voice screamed inside my brain about my own worthlessness
SMM4H2022wJGNHJfJ0QyUCt2g	"@USER_____ yeah,it can be caused by swelling from around a nerve from ra,but the effexor causes shaking like ur cold(shivering)"
SMM4H2022hz0FQ8r0MLm3S9VX	mann i've been having the munchies all day eatin weird shxt ahaha my zyprexa gotta nigga tearin up food
SMM4H2022fKUyiGt8tcWnb8vC	"@USER______ yeah, that was a great fucking year. that's when paxil entered my life, and made it worse. 10 years time sure helps, though."
SMM4H2022XyJLNJX4itmryS7I	i'm sick so i had a difflam lozenge and now my tongue is numb and i'm on tv aaahhhhhh
SMM4H2022VA6qHWeGbMkODdKf	@USER___ Cipro can permanently damage ALL tendons in the body.  If you enjoy being able to walk, you need to find a safer antibiotic!
SMM4H2022u9AIlS5pbl0xBr03	@USER______ did you get floxed too?  i've been in bed since 2009 thanks to just 12 cipro pills!  they never told me this can be permanent!!!
SMM4H2022nmIhXCXcKweDOQkU	@USER______ @USER___________ Cipro crippled me. You should also stay away from all other antibiotics in the same class (Levaquin, Avelox...)
SMM4H2022uNfmgmd6yJZmLX2j	@USER_______ @USER_________ cipro is real bad on your entire body!  take it from me (on disability since '09 thanks to just 12 pills).
SMM4H20220pvNAlRHKXqaqXK1	plus this antibiotic is making me stupid and clumsy. cipro is evil but the fever is gone.
SMM4H2022BpEBLQSTVv00AF3A	@USER______ Anybody know anything about side effects of venlafaxine? Come off 'em 6wks ago, still feeling awful. physical withdrawal awful
SMM4H2022OmD5f1RIEtqgWeDx	remind me to get my prescription earlier next time. eight days without fluoxetine and my brain is a sack of nope.
SMM4H2022piVDuKqKVzyhbqn8	a comprehensive and accurate list of trazodone side effects HTTPURL___________ depression #antidepressant ocd insomnia
SMM4H2022XwzxHWBy7eLZBndZ	i've been so tired since i started the cymbalta. i sleep so much. case in point: just slept an hour before bed.
SMM4H2022DFucVhSrQ3HkDlwK	they put me on cymbalta for my joint pain with hashis. now the pain is better but depression is worse. *sigh*
SMM4H2022kKKVfS7HzXPW5ne5	i need vyvanse ugh i ran out and now i've been eating all day and i feel weird without it
SMM4H2022EyPwgHUBJhuj5bg7	off of my metoprolol medication!! hopefully i won't be so depressed anymore! #thankyoujesus
SMM4H2022Bx9T6EL3aoHotDAi	im feeling so shitty. been out of prozac for four days:(((
SMM4H20224Vxnk8IeZ7Uh3oe4	i've been getting almost daily headaches for the past 3 weeks ?? side effects of #enbrel ? i've been on it for months now though #rheum
SMM4H2022tNWUy3yDn6QdXzrQ	Depression hurts, cymbalta can help. Jk. Cymbalta doesn't do shit except put a gun in your hand
SMM4H20223FKF9cFKvXgAJf3o	i took some baclofen and i dont feel a little but drowsy! #wtf #backspasms
SMM4H2022eeGXGtxt2JjwxHa1	feels dreadful - how do u over come a #virus when on #humira? gp gave antibiotics to help me out' but it's #viral!! making #lung pain worse
SMM4H2022ERFVevnYLwfXhNJb	@USER_______ I was on muscle relaxant Baclofen for two weeks, then 2 months trying to rid myself of it. 11 days in without and no sleep. :/
SMM4H20225EAL8yUF3xVREHU6	"i think i might be allergic to effexor. i just woke up feeling sick, meh."
SMM4H20226r5VLTRDgCETyAIF	venlafaxine makes me feel  so nauseas hahahaha oh god i'm going to chunder in my geography lesson help
SMM4H2022IHsK32BMyADCWmu3	@USER________ i'm good been on 25mg mtx for years then switched to leflunomide back mtx the other caused tummy trouble. why r u off enbrel
