tweet_id	user_id	text	created_at	label
465929604025556994	292149628	@sarrbearr1234 yes, like Xanax for puppies	5/12/2014 7:00:48 PM	0
1027899197842960384	135570232	These Lipitor side effects are killing me. Fuck	8/10/2018 12:00:00 AM	0
535471828232581120	132260622	@AndiKing9112 yea, it was so bad I had to take a Dilaudid cuz I was doubled over	11/20/2014 4:36:47 PM	0
4307076539	22687405	@lovemelissa I was on 2 miigrams  of morphine, and when I came down here they gave me 4!! I got sick and barely ate. I can breath tho. :)	9/23/2009 3:34:55 AM	1
957791690793869316	785626002474930176	@MAGApupper I'm on lipitor,  but nothing else	1/29/2018 12:00:00 AM	0
881995332552278016	1348428709	@mariinagutnik Have you tried teething gel and children's Motrin ? Give her a half dose (2.5ml) and wait an hour? If she's not better then I'd say go /:	7/3/2017 9:57:28 PM	0
735173746588192768	883520496	@kandy61289 that's what I figured &amp; we are suppose to get them this weekend so lmk.. Just send extra Benadryl	5/24/2016 6:20:54 PM	0
929935025331679232	460497686	@mercola What do you suggest for lowering cholesterol? My level is lower due to Atorvastatin, but I think my back i… https://t.co/AzRtgRIibg	11/13/2017 12:00:00 AM	0
885353872583163904	2732750235	I can fucking drive on Benadryl . They are so fucking annoying	7/13/2017 4:23:06 AM	0
906188328558571520	2879790669	RT @CantWaitToNap: Alexa, where's my Xanax?	9/8/2017 4:11:48 PM	0
484558774284206080	177095423	@molls @Plz_Advise i'm so excited i'm about to drink grapefruit and take valium to celebrate	7/3/2014 4:46:29 AM	0
873620868596813824	186966745	RT @iVagBrooke: Last night took a Benadryl but tonight I bounce back	6/10/2017 7:20:20 PM	0
994102006196289536	522035349	"@cdmpharmacist Especially circa Atorvastatin coming off patent. I dont want ""Atorvastatin Pfizer"" give me the original Lipitor......"	5/9/2018 12:00:00 AM	0
349366008848457728	594723436	RT @AmiDauhoo: Predictors of corticosteroid tapering in SLE patients: the Hopkins Lupus Cohort http://t.co/OeT3Ol1QC1	6/25/2013 3:18:42 AM	0
872147394791649283	3140701772	Being back home makes me need a fucking xanax.	6/6/2017 5:45:17 PM	0
878119005155803136	26963391	Diurex Diuretic Water Pills, 42 Count - https://t.co/NgOSPDichM	6/23/2017 5:14:20 AM	0
901971737704792064	579304711	Adderall pain in left arm - https://t.co/yCd3kHle4j	8/28/2017 12:56:34 AM	0
734952282442190848	129685964	yasss cvs is starting to carry more of the generic of crestor #itslit	5/24/2016 12:00:00 AM	0
553935782587535362	439492734	About to take 2 tylenols and pray that help , since thats the only thing i can take for pain.	1/10/2015 3:25:56 PM	0
819716078670487552	154486606	About to bath, eat, and take these Tylenol pm then I'm going to sleep.	1/13/2017 1:21:57 AM	0
781083465601081344	4541296118	The inventor of the throat lozenge died today...: There will be no coffin at the funeral.	9/28/2016 10:49:44 AM	0
553370309471260673	15803713	@amyellen825 Yes, but I'd gotten the flu shot and we all took Tamiflu immediately. He slept in the other room, too.	1/9/2015 1:58:57 AM	1
793114718630187008	221779541	See the difference between EpiPen Vs. Auvi-Q Auto-Injectors https://t.co/F9wBodHCuK	10/31/2016 3:37:38 PM	0
426268444229894144	438589694	Mostly I just really miss ambien.	1/23/2014 8:21:31 AM	0
451896031106433024	174916178	"Today is one of those days where I say ""nothing good happens after 9 p.m."" and then I take zzzquil and go to bed..."	4/4/2014 1:36:24 AM	0
887816247647371264	533335518	@Steph_I_Will On the bright side, the music for Valtrex commercials are about to get turnt up from now on 😂😂	7/19/2017 11:27:42 PM	0
691138822042562561	310652707	I just popped a codeine 😑 errbody sleep. https://t.co/dM87k5VZ79	1/24/2016 6:01:50 AM	0
727219991985139712	290703296	They ain't know I was on them percocets but they know I be on them xans	5/2/2016 7:35:31 PM	0
737418199277277185	1909321243	"Agree with Dr. Scuba's answer to ""Are psychiatrist legally allowed to prescribe flexerill?"" - https://t.co/gYcMZtFjH2"	5/30/2016 10:59:33 PM	0
710364013482397697	268247524	@thomassimmo thank god, I googled it and couldn't understand it. I've been on codeine for 2 weeks now, doesn't help as much as I need it to🙁	3/17/2016 7:15:53 AM	0
776444083334180864	361488635	✨💧 Xanax is my favorite new #LaCroix flavor. What’s yours? 💧✨https://t.co/IDIJZxxRMV via @nelsoncash	9/15/2016 3:34:29 PM	0
908729395925438471	850056246136774656	"@feral_wank_ ""this fucking robitussin""""hair caught fire""""frozen tennis balls""am i doing this right"	9/15/2017 4:29:06 PM	0
432570600754667520	585396658	Wish I could take NyQuil to be able to sleep longer😴	2/9/2014 5:44:02 PM	0
477535516380778496	2329242346	I took some Claritin at 12:30 and i still feel like shit from these allergies.	6/13/2014 7:38:33 PM	0
96688453160407040	184293302	Yes, I do carry neosporin and bandages in my purse. #imaclutz #preparedforanything	7/28/2011 9:08:18 PM	0
898967871748939778	97717568	That moment I had to give a xanax to my bride this morning.  The poor thing was having a panic attack,	8/19/2017 6:00:17 PM	0
746021011846537216	972646670	@EndEndoForever yes I've had to take my morphine sulphate tablets because my AF has been so bad!	6/23/2016 4:44:04 PM	0
634453750409654272	37728023	Tapering off small dosage of percs and morphine: I need advice/help. I currently take about 20-30 mg of Percoc... http://t.co/STYNYqX7Wt	8/20/2015 7:55:36 PM	1
805647230753443840	52967037	My body hurts so bad, popped a couple Tylenol 3's	12/5/2016 5:37:22 AM	0
563507848479404032	201040081	@targetpredictor i'm also on levothyroxine and atorvastatin and apparently levothyroxine has been known to cause it in very rare cases.	2/6/2015 12:00:00 AM	0
535766540633657344	307731008	im so fancy, you already know.. i buy branded packs from nexium to lipitor #pharmacy	11/21/2014 12:00:00 AM	0
867542303107362817	332584202	"A reduction in pain ""roughly equivalent to a dose of morphine."" https://t.co/XcU3sgeIr6"	5/25/2017 12:46:17 AM	0
966547628837126144	135892857	Too much seafood n beef in this week 😣 LIPITOR MANA LIPITOR??	2/22/2018 12:00:00 AM	0
973329177205182464	915574471	Do you presently preload pts with atorvastatin prior to cath/PCI? Pls VT/RT @CMichaelGibson @mmamas1973 @SVRaoMD @DocSavageTJU @HeartOTXHeartMD @CardiacConsult @willsuh76 @DLBHATTMD @yuripridemd @duanepinto @DrMarthaGulati @rajivxgulati @rwyeh @GreggWStone #CardioTwitter #ACCFIT	3/12/2018 12:00:00 AM	0
24481340854	21567596	2 cortisone shots later, I feel better already.	9/14/2010 2:44:35 PM	0
778413618576691201	307111877	Eddie Redmayne is an amazing actor, but his voice just doesn't sound right, like he needs to clear his throat or have lozenge. #judgeyIknow	9/21/2016 2:00:43 AM	0
782606241667379200	20076851	Only family you gon always have is the one you make.. giving up my depo shots for cortisone injections	10/2/2016 3:40:42 PM	1
816412883777179649	236227367	Tryna Sip This Hot Ass Theraflu Without Burning .. My Damn Tastebuds 😅😪	1/3/2017 10:36:14 PM	0
903109785536520192	32522055	"@kayteterry @fifimcfae I'm dead over ""toenail lozenge"" 😂"	8/31/2017 4:18:46 AM	0
499830226869055489	122819395	@libbipstuffle i had to get off lipitor. i hurt so bad i couldn't even get out of bed changed to crestor not as bad ur in my prayers	8/14/2014 12:00:00 AM	1
488222010284449792	250922522	@MonicaYoungin Brantley would start running a low temp sometimes, Advil/Tylenol helps him. He's 7 months and is cutting 2 teeth.	7/13/2014 7:22:52 AM	0
872614026576109569	307707331	RT @TyishaWSB: Police just gave me this pic of the fake Percocet that has already killed 4 &amp; hospitalized 6 more. Don't touch it! https://t…	6/8/2017 12:39:30 AM	0
886848956680085504	3306944129	"Since when is taking medications I am prescribed to take for pain and taking them while in pain getting ""stoned"" step dad? 🤔🤔"	7/17/2017 7:24:02 AM	0
505766982193807360	16501702	The 5 pounds I've lost being sick will be regained ten fold now that they prescribed me steroids.	8/30/2014 5:20:19 PM	0
969081006237126656	928557703	@DeleHaynes Double doses of 81 mg aspirin here at home. They gave him heparin in the hospital. His old doc in Atlanta tried him on Crestor, but he quickly found out he's allergic to that.	3/1/2018 12:00:00 AM	1
555496416874078208	728638105	These vicodin have me like 😩😴	1/14/2015 10:47:21 PM	0
947990728436797441	757679176304459776	@jwbul287 I have to take Lipitor just to look at it	1/2/2018 12:00:00 AM	0
837084796253798401	41436006	And Claritin, water and 50 other things 😣	3/1/2017 11:39:02 PM	0
1007312341095059456	955910644720635904	@kaitlinmonte #WeirdThingsIveGoogled Can eating a grapefruit while taking Lipitor kill me? Answer: Yes, an enzyme in grapefruit prevents the body from breaking down Lipitor normally, resulting in overdose.	6/14/2018 12:00:00 AM	0
881241021480415232	34108694	@Sarah_Hyland I was told always ice to decrease inflammation. IcyHot if you can, Advils/anti-inflammatory pain reliever, and lots of fluids.	7/1/2017 8:00:06 PM	0
799036142129647616	3158470465	wish i could find some adderall bc idk how this 8 pg paper is gonna write itself.	11/16/2016 11:47:16 PM	0
856264558629068801	752867099203207168	RT @sonia_mafs: Sunglasses and Advil. Last night was mad real #MAFSFamily https://t.co/x2vvi6oJoj	4/23/2017 9:52:34 PM	0
806743296756183040	2534368524	How do u make lidocaine patches stay on without wearing 2 much more -bc of humidity?! The spray, instead? The gel gets greasy #sohotrightnow	12/8/2016 6:12:45 AM	0
796242495554392065	3315328317	@NumbersMuncher I am so glad I took some oxycodone earlier. It has to be the only up side to having had my wisdom teeth removed on Monday.	11/9/2016 6:46:19 AM	0
792222322790772737	31000985	Got a LOT to pop a xan about	10/29/2016 4:31:35 AM	0
842418925577076736	3300586733	RT @ENine10: it's not Lucky Charms until you add the Xanax	3/16/2017 4:54:57 PM	0
948594241491652609	702519043589148672	Be still, my heart. No seriously, I need some Lipitor. https://t.co/Yeu0XhNy9R	1/3/2018 12:00:00 AM	0
838799456267022336	1861901072	So grateful for this 800mg ibuprofen rn 😅	3/6/2017 5:12:29 PM	0
826565773053288448	2686037575	RT @TheRobDyke: Green tea steeped 1 and 1/2 min.Add lots of cayenne powder, garlic powder, two menthol lozenges, thyme, local honey, astra…	1/31/2017 11:00:11 PM	0
893572435303440385	535554692	RT @Healthmac: @JM_Metrailler @TothSusan Urine drug screen tested positive for cannabis and fentanyl, which matched self-report. Substance…	8/4/2017 8:40:45 PM	0
809236945968787456	470309837	"Mom is watching Psych in the family room, looks over at me:""This is my Xanax.... my Valium"""	12/15/2016 3:21:37 AM	0
213085409868128257	36820509	Cialis for daily use:-D	6/14/2012 1:48:15 AM	0
836982112540626945	436158248	@morgannx3 excedrine! extra strength relief	3/1/2017 4:51:00 PM	0
856130931756736512	1270280270	RT @RNontheright: @Lanternlizard Me: ur kid has fever. Get Tylenol.Losermom: GET Dr to write Rx so Medicaid will pay for it.  Me: generic…	4/23/2017 1:01:34 PM	0
461718712589254656	19606645	@musicalkat yes indeed very active baby keep repeating mantra- it will all be worth it, it WILL all be worth it... yep got my gaviscon ready	5/1/2014 4:08:14 AM	0
864700359733911552	163715778	plz prayer for successful procedure Friday cortizone injections c56 disc. prayer for long lasting r~ https://t.co/q7K5XqYcaO #pray #prayer https://t.co/FFRe123ZMw	5/17/2017 4:33:25 AM	0
853666386140422144	3052918761	@sambowman22 They're having us alternate Motrin and Tylenol. Fever dropped to 102 and we will check it again in about an hr to make sure it's down.	4/16/2017 5:48:21 PM	0
571887333424926720	375877506	RT @katyperry: The dress conversation is seriously going to make me have to take a Xanax.	3/1/2015 4:19:00 AM	0
853136060263616512	218740581	"RT @BrittanyFurlan: ""Oh my God I feel so bad for whoever goes in there after me, I just had the worst Adderall shits"" - girl leaving Porta-…"	4/15/2017 6:41:01 AM	0
372851895758356480	531381781	Everytime I take my penicillin pill when I stand up my head starts throbbing and I get dizzy.. #effyoustrep #ihatebeingsick	8/28/2013 10:43:13 PM	0
957753130321661954	435230344	@Alsboringtweets Make sure Eddie takes his Lipitor!!	1/28/2018 12:00:00 AM	0
997554331472814080	11342242	@coyotedancer Sometimes I think they don’t believe anything else matters but the circulatory system. I flat out refused to go back on Lipitor and they were all “But your cholesterol!” and when I said “I’ll take the heart attach over the anxiety and exhaustion,” it was like I cussed in church.	5/18/2018 12:00:00 AM	0
585119333833187328	2341726142	Combining Cialis And Viagra http://t.co/CAjyPx6yA3	4/6/2015 4:38:14 PM	0
571033131035308032	15803713	@kooner923 I'm a little worried about Saturday. Doc prescribed me antibiotics to take if I don't start improving by tomorrow.	2/26/2015 7:44:42 PM	0
894971049053483008	4818042244	Heart Rate Slowing, must finish #cornedbeef #SandwichKing #lipitor https://t.co/jccOPpANX5	8/8/2017 12:00:00 AM	0
532197043083939841	408031926	I wonder how well work is going to turn out since I just took some morphine on accident instead of my other pain medication.. 😳	11/11/2014 3:43:57 PM	1
762172657395609600	344231293	Waiting on my Benadryl to kick in.	8/7/2016 6:24:56 AM	0
187540762358054913	70691872	Should not have taken Benadryl this morning! #drugfail #sotired	4/4/2012 2:02:56 PM	0
786348122137997312	764531040	Me on the first day of not taking Percocet https://t.co/3wlBGXg4p9	10/12/2016 11:29:36 PM	1
901399725554978816	274214510	@internetmartha this never happened ever when i wasn't on citalopram so i think there's hope	8/26/2017 11:03:36 AM	0
486123746269216769	2189330502	@dbongino hi dan, i take crestor and the price went from $25 to $45. it is not cool.good luck in all you do!	7/7/2014 12:00:00 AM	0
696956895131738113	4507791436	Soon my diet will only consist of chewable tums tablets.	2/9/2016 7:20:47 AM	0
904530541998891008	3239288725	@candidqueso Not to brag but I'm down with Crestor...	9/4/2017 12:00:00 AM	0
886637607064662016	503609863	@bbycabs Ponle tylenol in their juice.	7/16/2017 5:24:13 PM	0
784124994494271489	215336863	RT @DES_Journal: The Wales Report about the Dangers of Sodium #Valproate in #Pregnancy https://t.co/dtaPxR1pRt 2013 Video via @DES_Journal…	10/6/2016 8:15:41 PM	0
605685814933245952	394110404	Smoke A Blunt Pop A Xan Forget About You Real Fast .	6/2/2015 10:42:06 AM	0
834085049112866816	89226717	accidentally took ibuprofen thinking it was my allergies pills, keep in mind I'm also allergic to ibuprofen 🤗	2/21/2017 4:59:06 PM	1
938840291544649728	935974178741719040	Since @Humana will no longer cover Livalo, my cardiologist is considering putting me on Repatha or Pralvent. Have t… https://t.co/EWAmREdD3Q	12/7/2017 12:00:00 AM	1
877897208531701761	865856465805991936	cymbalta and vaginal dryness https://t.co/jSsp0c9Fav	6/22/2017 2:32:59 PM	0
694874936368840707	2277731413	I just took a piss &amp; I seem codeine comin out	2/3/2016 1:27:49 PM	0
890830607185588224	4788049646	Is drinking one beer while taking xanax bad? I don't abuse alcohol, but enjoy a beer a - https://t.co/QzGzxtmzUS	7/28/2017 7:05:42 AM	0
486111316592312320	177535175	So I have to start taking #folic acid &amp; B #Vitamins - I'm not #pregnant Dr! The joys of having #UlcerativeColitis  #immunodeficiency :(	7/7/2014 11:35:44 AM	0
851484683208708096	4745359874	@Yelloh_Ninja @craziwildbeauti Thu you look so good !!!!!! *pops Advil* screw these bands and power chains lol	4/10/2017 5:19:02 PM	0
891841362496245761	242052073	@KIARAH_ I was so mad walking around my house, I had to take some Benadryls to knock me tf out	7/31/2017 2:02:05 AM	0
739104850030518272	354457981	@_ripbigbrandon take benadryl	6/4/2016 2:41:42 PM	0
468549169250979840	903021312	@LoyaltyIsKe it really work. I drink that and take the alka seltzer capsules from walgreens. You just gotta drink it fast and on time or....	5/20/2014 12:30:01 AM	0
877300936452046848	2440775473	@jhelfrich2017 @mattbEPT @AmberLPortwood That wasn't the reunion show. The xanax was taped a while ago. He DID NOT go to the reunion show which was taped a few weeks ago	6/20/2017 11:03:37 PM	0
168412998979944450	428470420	Feeling high of tramadol. #lovingLife wisdom tooth 0 - Nicole 1	2/11/2012 7:16:02 PM	0
769666110362976256	25379161	only xanax 🙁💝	8/27/2016 10:41:15 PM	0
841824153422462978	25296136	@kedixo like she reminds me of my most inspired adderall rabbit holes of 2013	3/15/2017 1:31:33 AM	0
711352566110687232	443377749	@dateswhitecoats @gay_pharmd  just tossed my atorvastatin in the woods. been fighting with my doctor. never taking that evil stuff again	3/20/2016 12:00:00 AM	1
953378751697612800	15541897	@jeremymbarr @jonkarl Remember...he is taking Crestor, which is an LDL bad cholesterol lowering medication and his LDL was still high @ 143. The doctor is going to increase the dose of that medication to get LDL below 120. His diet is one of the problems. Exercise besides golf would also help lower it	1/16/2018 12:00:00 AM	0
835327931245285376	15706937	@CatSWrites @byVanessaNorth @ErinSatie This cat and I have to spend the next week in my basement doing laxatives and IVs, sigh.	2/25/2017 3:17:53 AM	0
859312383394578432	855211016178868224	KNEE PAIN DOCTOR SYNVISC ARTHRITIS RELIEF TREATMENT ELMWOOD PARK GARFIELD LODI ... - VIDEO-&gt; https://t.co/deS2Ru5KqF #ArthritisRemedies https://t.co/9zhm2GCsHb	5/2/2017 7:43:32 AM	0
904253808578097152	200376341	anyone used differin and duac creams and found their face peeled loads?! foundation is NOT on point today 😫 https://t.co/ZBhWVD5fTO	9/3/2017 8:04:42 AM	0
713188484459016192	220187718	I might smoke me a blunt n pop a xan ... Not supposed to fuck w xans but they take away the pain yeah 😌	3/25/2016 2:19:19 AM	0
354042937732108289	19714801	@marlajan less than 2 hours. Sinusitis again. A zpack nose spray and some antihistamine and pain meds which I'm not taking. Ugh!!!!	7/8/2013 1:03:08 AM	0
768627814492835840	19703081	Dentist verdict: They put me on ibprofen and antibiotics to calm my tooth. Will check again when I go in for the perm crown. #exhausted	8/25/2016 1:55:26 AM	0
812264483053797376	29143696	I'm drinking tea and Robitussin... This can't be good	12/23/2016 11:51:58 AM	0
625899562805391360	47876080	Bet I pop a xan	7/28/2015 5:24:19 AM	0
742692188048351232	28305745	Whooco Tablet is a soothing throat lozenge. It is a proprietary Ayurvedic medicine manufactured by Jammi’s... https://t.co/46iATAdRzy	6/14/2016 12:16:30 PM	0
836824125024964613	362211252	RT @Genius: me: i'm not even really tryna dance like that tonightfuture: percocet, molly, percocetme: https://t.co/YPkzqdX4QH	3/1/2017 6:23:13 AM	0
810433428231360512	16052001	Progress on the graveyard teething nightmare.She no longer screams bloody murder; she's starting to get that the Oragel is kicking in...	12/18/2016 10:36:01 AM	0
873995040703496192	51985805	RT @Advil: now try that again with a name like abdul lmao https://t.co/jDxAtisxtT	6/11/2017 8:07:10 PM	0
1028381472909152263	1019798485569277952	Happy Birthday Robin Williams- I know the truth !! LIPITOR the cholesterol lowering medication is what caused his failing  health An death !!! @hazel90210 @people @ABCNetwork it is also responsible for my moms passing. https://t.co/ksW0QidcCq	8/11/2018 12:00:00 AM	0
645431275893956608	595823066	I have the worse headache and all I can take is them weak ass Tylenols	9/20/2015 2:56:22 AM	0
387820655250403328	48083981	Dad is home and drugged up on morphine #toofunny	10/9/2013 6:03:44 AM	0
508037925494587392	1685841752	@DiceJd so come take some Tylenol	9/5/2014 11:44:14 PM	0
96854050322128896	21553137	I think the benadryl is finally kicking in. Good night for reals.	7/29/2011 8:06:19 AM	0
864277080065937408	150408100	I just wish I had someone to bring me Gatorade and Tylenol.😭	5/16/2017 12:31:28 AM	0
800402478327992320	25726490	Levothyroxine Side Effects - I feel your pain I've had my thyroid taken out in Jan. 2016 started off with 75 mc... https://t.co/p54HCYQcrZ	11/20/2016 6:16:36 PM	0
1019911548607791105	1008054965997391873	I quit   Lipitor   all together ....	7/19/2018 12:00:00 AM	1
899045121408339968	22092187	RT @Stonekettle: Master Race guy washes down Ambien and Xanax with boozeLet that sink in https://t.co/xyFxNZuvSi	8/19/2017 11:07:15 PM	0
598247030591455232	1246386410	Advil is my first choice for joint pain! Check out this video to see why. http://t.co/Xv0TYxvE6i #fastadvilfanatics #sponsored	5/12/2015 10:03:01 PM	0
1016440344957730816	845371212838547456	@realDonaldTrump Dear POTUS, Why can I purchase my Crestor in Canada at a fraction of the cost, versus the state of Oregon?	7/9/2018 12:00:00 AM	0
568270419246981120	2176911721	Promethazine pls knock me the fuck out🙏	2/19/2015 4:46:40 AM	0
810386129195245568	2944778120	This Tylenol ain't doing shit for me my temp keeps going up, and my body hurts so bad I can't sleep	12/18/2016 7:28:04 AM	0
745279774894006272	832345141	If you are about that Xanax life don't fucking talk to me.	6/21/2016 3:38:39 PM	0
829158817669607424	7453822	@jeffmac813 no. I did yoga, took Advil and a muscle relaxer and still don't have full mobility. Pffft.	2/8/2017 2:44:01 AM	0
783121532197404672	45866721	RT @CNN: Top lawmakers investigating the skyrocketing cost of EpiPens are calling on Mylan to hand over profit margins info https://t.co/M8…	10/4/2016 1:48:17 AM	0
848976159995863041	761585143161159680	Birth Control :: I Have Nexplanon, Can I Vape? https://t.co/KuKEeNPvdm	4/3/2017 7:11:04 PM	0
901042991426666497	341959908	Worst part about Pizza Fest coming up is I don't have any Lactaid. 😭	8/25/2017 11:26:04 AM	0
781465706781114368	14555801	.@IngrahamRobyn taking my nausea meds w/ every dose of antibiotic rather than waiting for nausea to kick in. So far, so good! Thank God!	9/29/2016 12:08:38 PM	0
847635115681263616	4130503992	RT @jergarl: Me: OMG I'm so tired.Ambien: Your wife would look AMAZING covered in mustard and chocolate chips.Me: I'm on it.A: And Ch…	3/31/2017 2:22:14 AM	0
351735123290492930	310627882	@libhope Start the metformin slowly, it can cause some gastrointestinal issues. I do my doses throughout the day to help the side effects	7/1/2013 4:12:42 PM	0
